Date,Team,Player,Notes,reg_games_missed,post_games_missed,Season,Year,Game_number,Out_for_Season,note_keyword,category,Acquired,Reg_games_missed,Post_games_missed,Out_for_season,Pos,Age,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
2013-11-06,Orlando Magic,Doron Lamb,sprained right ankle (DNP),1.0,0.0,regular,2013.0,5,,ankle,lower leg,,,,,SG,22.0,53.0,0.0,13.1,47.0,694.3,578.1000000000001
2013-11-06,Orlando Magic,Tobias Harris,sprained left ankle (DNP),1.0,0.0,regular,2013.0,5,,ankle,lower leg,,,,,PF,21.0,61.0,36.0,30.3,55.0,1848.3,1298.0000000000002
2013-11-06,Utah Jazz,Marvin Williams,recovering from surgery on right heel and Achilles tendon (DNP),1.0,0.0,regular,2013.0,5,,heel,foot,,,,,PF,27.0,66.0,50.0,25.4,73.0,1676.4,1730.1
2013-11-06,Los Angeles Clippers,Matt Barnes,thigh injury (DNP),1.0,0.0,regular,2013.0,5,,quad,upper leg,,,,,SF,33.0,63.0,40.0,27.5,86.0,1732.5,2218.0
2013-11-06,Milwaukee Bucks,Larry Sanders,sprained right thumb (DNP),1.0,0.0,regular,2013.0,4,,finger,hand,,,,,C,25.0,23.0,20.0,25.4,75.0,584.1999999999999,2051.5
2013-11-06,Milwaukee Bucks,Ersan Ilyasova,sore/aprained right ankle (DNP),1.0,0.0,regular,2013.0,4,,ankle,lower leg,,,,,PF,26.0,55.0,47.0,26.9,77.0,1479.5,2132.0
2013-11-06,Milwaukee Bucks,Brandon Knight,strained right hamstring (DNP),1.0,0.0,regular,2013.0,4,,hamstring,upper leg,,,,,PG,22.0,72.0,69.0,33.3,75.0,2397.6,2362.5000000000005
2013-11-06,Philadelphia 76ers,Kwame Brown,strained right hamstring (DNP),1.0,0.0,regular,2013.0,5,,hamstring,upper leg,,,,,Unknown,,,,,,,
2013-11-06,New York Knicks,Tyson Chandler,fractured right fibula (out indefinitely),1.0,0.0,regular,2013.0,5,,fibula,lower leg,,,,,C,31.0,55.0,55.0,30.2,78.0,1661.0,2515.2
2013-11-07,Los Angeles Clippers,Matt Barnes,thigh injury (DNP),1.0,0.0,regular,2013.0,6,,quad,upper leg,,,,,SF,33.0,63.0,40.0,27.5,86.0,1732.5,2218.0
2013-11-07,Atlanta Hawks,Gustavo Ayon,strained right rotator cuff (DNP),1.0,0.0,regular,2013.0,5,,shoulder,torso,,,,,C,28.0,26.0,14.0,16.5,58.0,429.0,738.4000000000001
2013-11-07,Denver Nuggets,Anthony Randolph,sprained left ankle (DNP),1.0,0.0,regular,2013.0,4,,ankle,lower leg,,,,,PF,24.0,43.0,5.0,12.3,44.0,528.9,357.6
2013-11-08,Phoenix Suns,Alex Len,left ankle injury (DNP),1.0,0.0,regular,2013.0,6,,ankle,lower leg,,,,,C,20.0,42.0,3.0,8.6,0.0,361.2,0.0
2013-11-08,Washington Wizards,Trevor Booker,finger injury (DNP),1.0,0.0,regular,2013.0,5,,finger,hand,,,,,PF,26.0,72.0,45.0,21.6,48.0,1555.2,887.9999999999998
2013-11-08,Golden State Warriors,Stephen Curry,bruised/sprained left ankle (DNP),1.0,0.0,regular,2013.0,6,,ankle,lower leg,,,,,PG,25.0,78.0,78.0,36.5,90.0,2847.0,3476.4000000000005
2013-11-08,Minnesota Timberwolves,Derrick Williams,back spasms (DNP),1.0,0.0,regular,2013.0,6,,back,torso,,,,,SF-PF,22.0,78.0,15.0,23.3,78.0,1817.4,1918.8
2013-11-08,Phoenix Suns,Goran Dragic,sprained left ankle (DNP),1.0,0.0,regular,2013.0,6,,ankle,lower leg,,,,,SG,27.0,76.0,75.0,35.1,77.0,2667.6,2579.5000000000005
2013-11-08,Orlando Magic,Tobias Harris,sprained left ankle (DNP),1.0,0.0,regular,2013.0,6,,ankle,lower leg,,,,,PF,21.0,61.0,36.0,30.3,55.0,1848.3,1298.0000000000002
2013-11-08,Orlando Magic,Doron Lamb,sprained right ankle (DNP),1.0,0.0,regular,2013.0,6,,ankle,lower leg,,,,,SG,22.0,53.0,0.0,13.1,47.0,694.3,578.1000000000001
2013-11-08,Los Angeles Lakers,Steve Nash,rest (DNP),1.0,0.0,regular,2013.0,7,,rest,rest,,,,,PG,39.0,15.0,10.0,20.9,52.0,313.5,1686.0
2013-11-08,Charlotte Bobcats,Steve Clifford,head coach underwent heart procedure (out indefinitely),1.0,0.0,regular,2013.0,6,,head,head,,,,,Unknown,,,,,,,
2013-11-08,Philadelphia 76ers,Kwame Brown,strained right hamstring (DNP),1.0,0.0,regular,2013.0,6,,hamstring,upper leg,,,,,Unknown,,,,,,,
2013-11-08,Philadelphia 76ers,Daniel Orton,sore right knee (DNP),1.0,0.0,regular,2013.0,6,,knee,knee,,,,,C,23.0,22.0,4.0,11.4,13.0,250.8,104.0
2013-11-08,Orlando Magic,Solomon Jones,torn lateral meniscus in left knee (DNP),1.0,0.0,regular,2013.0,6,,knee,knee,,,,,PF,29.0,11.0,0.0,7.7,2.0,84.7,26.0
2013-11-09,Orlando Magic,Doron Lamb,sprained right ankle (DNP),1.0,0.0,regular,2013.0,7,,ankle,lower leg,,,,,SG,22.0,53.0,0.0,13.1,47.0,694.3,578.1000000000001
2013-11-09,Philadelphia 76ers,Daniel Orton,sore right knee (DNP),1.0,0.0,regular,2013.0,7,,knee,knee,,,,,C,23.0,22.0,4.0,11.4,13.0,250.8,104.0
2013-11-09,Philadelphia 76ers,Kwame Brown,strained right hamstring (DNP),1.0,0.0,regular,2013.0,7,,hamstring,upper leg,,,,,Unknown,,,,,,,
2013-11-09,Milwaukee Bucks,Ersan Ilyasova,sore/aprained right ankle (DNP),1.0,0.0,regular,2013.0,5,,ankle,lower leg,,,,,PF,26.0,55.0,47.0,26.9,77.0,1479.5,2132.0
2013-11-09,Milwaukee Bucks,Larry Sanders,sprained right thumb (DNP),1.0,0.0,regular,2013.0,5,,finger,hand,,,,,C,25.0,23.0,20.0,25.4,75.0,584.1999999999999,2051.5
2013-11-09,Los Angeles Clippers,Matt Barnes,thigh injury (DNP),1.0,0.0,regular,2013.0,7,,quad,upper leg,,,,,SF,33.0,63.0,40.0,27.5,86.0,1732.5,2218.0
2013-11-09,Memphis Grizzlies,Jerryd Bayless,sprained right knee (DNP),1.0,0.0,regular,2013.0,6,,knee,knee,,,,,PG,25.0,72.0,19.0,23.4,95.0,1684.8,2087.5
2013-11-09,Orlando Magic,Solomon Jones,torn lateral meniscus in left knee (DNP),1.0,0.0,regular,2013.0,7,,knee,knee,,,,,PF,29.0,11.0,0.0,7.7,2.0,84.7,26.0
2013-11-09,Orlando Magic,Tobias Harris,sprained left ankle (DNP),1.0,0.0,regular,2013.0,7,,ankle,lower leg,,,,,PF,21.0,61.0,36.0,30.3,55.0,1848.3,1298.0000000000002
2013-11-09,Dallas Mavericks,Wayne Ellington,DNP,1.0,0.0,regular,2013.0,7,,other,other,,,,,SG,26.0,45.0,1.0,8.7,78.0,391.49999999999994,1661.4
2013-11-10,Washington Wizards,Trevor Booker,finger injury (DNP),1.0,0.0,regular,2013.0,6,,finger,hand,,,,,PF,26.0,72.0,45.0,21.6,48.0,1555.2,887.9999999999998
2013-11-10,Denver Nuggets,JaVale McGee,stress fracture in left tibia (out indefinitely),1.0,0.0,regular,2013.0,6,,tibia,lower leg,,,,,C,26.0,5.0,5.0,15.8,85.0,79.0,1542.1
2013-11-10,Phoenix Suns,Alex Len,sore left ankle (DNP),1.0,0.0,regular,2013.0,7,,ankle,lower leg,,,,,C,20.0,42.0,3.0,8.6,0.0,361.2,0.0
2013-11-11,Houston Rockets,Greg Smith,flu (DNP),1.0,0.0,regular,2013.0,8,,sick,sick,,,,,C,23.0,11.0,0.0,9.1,75.0,100.1,1172.0
2013-11-11,Houston Rockets,Francisco Garcia,flu (DNP),1.0,0.0,regular,2013.0,8,,sick,sick,,,,,SF,32.0,55.0,4.0,19.7,64.0,1083.5,1190.3999999999996
2013-11-11,Orlando Magic,Tobias Harris,sprained left ankle (DNP),1.0,0.0,regular,2013.0,8,,ankle,lower leg,,,,,PF,21.0,61.0,36.0,30.3,55.0,1848.3,1298.0000000000002
2013-11-11,Orlando Magic,Solomon Jones,torn lateral meniscus in left knee (DNP),1.0,0.0,regular,2013.0,8,,knee,knee,,,,,PF,29.0,11.0,0.0,7.7,2.0,84.7,26.0
2013-11-11,Orlando Magic,Doron Lamb,sprained right ankle (DNP),1.0,0.0,regular,2013.0,8,,ankle,lower leg,,,,,SG,22.0,53.0,0.0,13.1,47.0,694.3,578.1000000000001
2013-11-11,Memphis Grizzlies,Jerryd Bayless,sprained right knee (DNP),1.0,0.0,regular,2013.0,7,,knee,knee,,,,,PG,25.0,72.0,19.0,23.4,95.0,1684.8,2087.5
2013-11-11,Milwaukee Bucks,Larry Sanders,surgery on right thumb to repaor torn ligament (out indefinitely),1.0,0.0,regular,2013.0,6,,finger,hand,,,,,C,25.0,23.0,20.0,25.4,75.0,584.1999999999999,2051.5
2013-11-11,Philadelphia 76ers,Kwame Brown,strained right hamstring (DNP),1.0,0.0,regular,2013.0,8,,hamstring,upper leg,,,,,Unknown,,,,,,,
2013-11-11,Philadelphia 76ers,Daniel Orton,sore right knee (DNP),1.0,0.0,regular,2013.0,8,,knee,knee,,,,,C,23.0,22.0,4.0,11.4,13.0,250.8,104.0
2013-11-11,San Antonio Spurs,Tim Duncan,rest (DNP),1.0,0.0,regular,2013.0,8,,rest,rest,,,,,C,37.0,74.0,74.0,29.2,90.0,2160.7999999999997,2811.9
2013-11-11,Los Angeles Lakers,Steve Nash,nerve irritation in back (out indefinitely),1.0,0.0,regular,2013.0,9,,back,torso,,,,,PG,39.0,15.0,10.0,20.9,52.0,313.5,1686.0
2013-11-12,Milwaukee Bucks,Larry Sanders,recovering from surgery on right thumb to repaor torn ligament (DNP),1.0,0.0,regular,2013.0,6,,finger,hand,,,,,C,25.0,23.0,20.0,25.4,75.0,584.1999999999999,2051.5
2013-11-12,Dallas Mavericks,Wayne Ellington,bruised right thigh (DNP),1.0,0.0,regular,2013.0,8,,quad,upper leg,,,,,SG,26.0,45.0,1.0,8.7,78.0,391.49999999999994,1661.4
2013-11-12,Milwaukee Bucks,Ersan Ilyasova,sore/aprained right ankle (DNP),1.0,0.0,regular,2013.0,6,,ankle,lower leg,,,,,PF,26.0,55.0,47.0,26.9,77.0,1479.5,2132.0
2013-11-13,Minnesota Timberwolves,Kevin Martin,flu (DNP),1.0,0.0,regular,2013.0,9,,sick,sick,,,,,SG,30.0,68.0,68.0,32.0,88.0,2176.0,2456.3
2013-11-13,Phoenix Suns,Alex Len,sore left ankle (DNP),1.0,0.0,regular,2013.0,8,,ankle,lower leg,,,,,C,20.0,42.0,3.0,8.6,0.0,361.2,0.0
2013-11-13,Houston Rockets,James Harden,bruised left foot (DNP),1.0,0.0,regular,2013.0,9,,foot,foot,,,,,SG,24.0,73.0,73.0,38.0,84.0,2774.0,3230.3999999999996
2013-11-13,Houston Rockets,Greg Smith,flu (DNP),1.0,0.0,regular,2013.0,9,,sick,sick,,,,,C,23.0,11.0,0.0,9.1,75.0,100.1,1172.0
2013-11-13,Orlando Magic,Solomon Jones,torn lateral meniscus in left knee (DNP),1.0,0.0,regular,2013.0,9,,knee,knee,,,,,PF,29.0,11.0,0.0,7.7,2.0,84.7,26.0
2013-11-13,New Orleans Pelicans,Greg Stiemsma,sprained MCL in left knee (DTD),1.0,0.0,regular,2013.0,9,,MCL,knee,,,,,C,28.0,55.0,20.0,18.3,76.0,1006.5,1208.4
2013-11-13,Orlando Magic,Tobias Harris,sprained left ankle (DNP),1.0,0.0,regular,2013.0,9,,ankle,lower leg,,,,,PF,21.0,61.0,36.0,30.3,55.0,1848.3,1298.0000000000002
2013-11-13,Memphis Grizzlies,Quincy Pondexter,fractured nose (DNP),1.0,0.0,regular,2013.0,8,,nose,head,,,,,SG,25.0,15.0,2.0,18.0,74.0,270.0,1601.9
2013-11-13,Milwaukee Bucks,Ersan Ilyasova,sore/aprained right ankle (DNP),1.0,0.0,regular,2013.0,7,,ankle,lower leg,,,,,PF,26.0,55.0,47.0,26.9,77.0,1479.5,2132.0
2013-11-13,Milwaukee Bucks,Zaur Pachulia,sore right foot (DNP),1.0,0.0,regular,2013.0,7,,foot,foot,,,,,Unknown,,,,,,,
2013-11-13,Milwaukee Bucks,Larry Sanders,recovering from surgery on right thumb to repaor torn ligament (DNP),1.0,0.0,regular,2013.0,7,,finger,hand,,,,,C,25.0,23.0,20.0,25.4,75.0,584.1999999999999,2051.5
2013-11-13,Milwaukee Bucks,Gary Neal,sore left foot (DNP),1.0,0.0,regular,2013.0,7,,foot,foot,,,,,SG,29.0,52.0,3.0,21.4,89.0,1112.8,1873.0
2013-11-13,Milwaukee Bucks,Brandon Knight,sore/strained right hamstring (DNP),1.0,0.0,regular,2013.0,7,,hamstring,upper leg,,,,,PG,22.0,72.0,69.0,33.3,75.0,2397.6,2362.5000000000005
2013-11-13,Philadelphia 76ers,Michael Carter-Williams,bruised left foot (DNP),1.0,0.0,regular,2013.0,9,,foot,foot,,,,,PG,22.0,70.0,70.0,34.5,0.0,2415.0,0.0
2013-11-13,Philadelphia 76ers,Kwame Brown,strained right hamstring (DNP),1.0,0.0,regular,2013.0,9,,hamstring,upper leg,,,,,Unknown,,,,,,,
2013-11-13,Boston Celtics,Jared Sullinger,bruised right knee (DNP),1.0,0.0,regular,2013.0,9,,knee,knee,,,,,PF,21.0,74.0,44.0,27.6,45.0,2042.4,891.0
2013-11-15,Minnesota Timberwolves,Shabazz Muhammad,sprained right ankle (DNP),1.0,0.0,regular,2013.0,10,,ankle,lower leg,,,,,SG,21.0,37.0,0.0,7.8,0.0,288.59999999999997,0.0
2013-11-15,Phoenix Suns,Alex Len,sore left ankle (DNP),1.0,0.0,regular,2013.0,9,,ankle,lower leg,,,,,C,20.0,42.0,3.0,8.6,0.0,361.2,0.0
2013-11-15,Houston Rockets,Greg Smith,sprained right knee (DNP),1.0,0.0,regular,2013.0,11,,knee,knee,,,,,C,23.0,11.0,0.0,9.1,75.0,100.1,1172.0
2013-11-15,Dallas Mavericks,Wayne Ellington,bruised right thigh (DNP),1.0,0.0,regular,2013.0,9,,quad,upper leg,,,,,SG,26.0,45.0,1.0,8.7,78.0,391.49999999999994,1661.4
2013-11-15,Miami Heat,Udonis Haslem,back spasms (DNP),1.0,0.0,regular,2013.0,9,,back,torso,,,,,PF,33.0,46.0,18.0,14.2,97.0,653.1999999999999,1773.9
2013-11-15,Chicago Bulls,Derrick Rose,sore hamstring (DNP),1.0,0.0,regular,2013.0,7,,hamstring,upper leg,,,,,PG,25.0,10.0,10.0,31.1,0.0,311.0,0.0
2013-11-15,Milwaukee Bucks,Caron Butler,sprained left shoulder (DNP),1.0,0.0,regular,2013.0,8,,shoulder,torso,,,,,SF,33.0,56.0,13.0,25.3,84.0,1416.8,2016.0
2013-11-15,Philadelphia 76ers,Michael Carter-Williams,bruised left foot (DNP),1.0,0.0,regular,2013.0,10,,foot,foot,,,,,PG,22.0,70.0,70.0,34.5,0.0,2415.0,0.0
2013-11-15,Philadelphia 76ers,Kwame Brown,strained right hamstring (DNP),1.0,0.0,regular,2013.0,10,,hamstring,upper leg,,,,,Unknown,,,,,,,
2013-11-15,Milwaukee Bucks,Ersan Ilyasova,sore/aprained right ankle (DNP),1.0,0.0,regular,2013.0,8,,ankle,lower leg,,,,,PF,26.0,55.0,47.0,26.9,77.0,1479.5,2132.0
2013-11-16,Dallas Mavericks,Wayne Ellington,bruised right thigh (DNP),1.0,0.0,regular,2013.0,10,,quad,upper leg,,,,,SG,26.0,45.0,1.0,8.7,78.0,391.49999999999994,1661.4
2013-11-16,Minnesota Timberwolves,Shabazz Muhammad,sprained right ankle (DNP),1.0,0.0,regular,2013.0,11,,ankle,lower leg,,,,,SG,21.0,37.0,0.0,7.8,0.0,288.59999999999997,0.0
2013-11-16,Houston Rockets,Omer Asik,illness (DNP),1.0,0.0,regular,2013.0,11,,sick,sick,,,,,Unknown,,,,,,,
2013-11-16,Nets,Deron Williams,sprained left ankle (DNP),0.0,0.0,off,,-1,,ankle,lower leg,,,,,Unknown,,,,,,,
2013-11-16,Nets,Brook Lopez,sprained left ankle (DNP),0.0,0.0,off,,-1,,ankle,lower leg,,,,,Unknown,,,,,,,
2013-11-16,Orlando Magic,Tobias Harris,sprained left ankle (DNP),1.0,0.0,regular,2013.0,10,,ankle,lower leg,,,,,PF,21.0,61.0,36.0,30.3,55.0,1848.3,1298.0000000000002
2013-11-16,Washington Wizards,Al Harrington,sore right knee (DTD),1.0,0.0,regular,2013.0,9,,knee,knee,,,,,PF,33.0,34.0,0.0,15.0,10.0,510.0,119.0
2013-11-16,Miami Heat,Udonis Haslem,back spasms (DNP),1.0,0.0,regular,2013.0,10,,back,torso,,,,,PF,33.0,46.0,18.0,14.2,97.0,653.1999999999999,1773.9
2013-11-16,Boston Celtics,Keith Bogans,illness (DNP),1.0,0.0,regular,2013.0,11,,sick,sick,,,,,SG,33.0,6.0,0.0,9.2,76.0,55.2,1429.0
2013-11-16,Boston Celtics,Courtney Lee,sore right wrist (DNP),1.0,0.0,regular,2013.0,11,,wrist,arm,,,,,SG,28.0,79.0,47.0,25.0,82.0,1975.0,1981.3999999999996
2013-11-16,Milwaukee Bucks,Ersan Ilyasova,sore/aprained right ankle (DNP),1.0,0.0,regular,2013.0,9,,ankle,lower leg,,,,,PF,26.0,55.0,47.0,26.9,77.0,1479.5,2132.0
2013-11-16,Milwaukee Bucks,Caron Butler,sprained left shoulder (DNP),1.0,0.0,regular,2013.0,9,,shoulder,torso,,,,,SF,33.0,56.0,13.0,25.3,84.0,1416.8,2016.0
2013-11-16,Philadelphia 76ers,Michael Carter-Williams,bruised left foot (DNP),1.0,0.0,regular,2013.0,11,,foot,foot,,,,,PG,22.0,70.0,70.0,34.5,0.0,2415.0,0.0
2013-11-16,Orlando Magic,Kyle OQuinn,sprained right ankle (DNP),1.0,0.0,regular,2013.0,10,,ankle,lower leg,,,,,Unknown,,,,,,,
2013-11-16,Washington Wizards,Trevor Ariza,strained right hamstring (DNP),1.0,0.0,regular,2013.0,9,,hamstring,upper leg,,,,,SF,28.0,77.0,77.0,35.4,56.0,2725.7999999999997,1472.7999999999995
2013-11-17,Sacramento Kings,Patrick Patterson,bruised left knee (DNP),1.0,0.0,regular,2013.0,9,,knee,knee,,,,,PF,24.0,65.0,13.0,23.6,71.0,1534.0,1775.0
2013-11-18,Philadelphia 76ers,Kwame Brown,strained right hamstring (DNP),1.0,0.0,regular,2013.0,12,,hamstring,upper leg,,,,,Unknown,,,,,,,
2013-11-18,Philadelphia 76ers,Michael Carter-Williams,bruised left foot (DNP),1.0,0.0,regular,2013.0,12,,foot,foot,,,,,PG,22.0,70.0,70.0,34.5,0.0,2415.0,0.0
2013-11-18,Dallas Mavericks,Wayne Ellington,bruised right thigh (DNP),1.0,0.0,regular,2013.0,11,,quad,upper leg,,,,,SG,26.0,45.0,1.0,8.7,78.0,391.49999999999994,1661.4
2013-11-18,Nets,Deron Williams,sprained left ankle (DNP),0.0,0.0,off,,-1,,ankle,lower leg,,,,,Unknown,,,,,,,
2013-11-19,Washington Wizards,Trevor Ariza,strained right hamstring (DNP),1.0,0.0,regular,2013.0,10,,hamstring,upper leg,,,,,SF,28.0,77.0,77.0,35.4,56.0,2725.7999999999997,1472.7999999999995
2013-11-19,Washington Wizards,Al Harrington,sore right knee (DNP),1.0,0.0,regular,2013.0,10,,knee,knee,,,,,PF,33.0,34.0,0.0,15.0,10.0,510.0,119.0
2013-11-19,Phoenix Suns,Eric Bledsoe,bruised shin (DNP),1.0,0.0,regular,2013.0,10,,shin,lower leg,,,,,PG,24.0,43.0,40.0,32.9,82.0,1414.7,1647.6
2013-11-19,Minnesota Timberwolves,Shabazz Muhammad,sprained right ankle (DNP),1.0,0.0,regular,2013.0,12,,ankle,lower leg,,,,,SG,21.0,37.0,0.0,7.8,0.0,288.59999999999997,0.0
2013-11-19,Houston Rockets,Greg Smith,sprained right knee (DNP),1.0,0.0,regular,2013.0,12,,knee,knee,,,,,C,23.0,11.0,0.0,9.1,75.0,100.1,1172.0
2013-11-19,New York Knicks,Raymond Felton,pinched nerve in left hip (DNP),1.0,0.0,regular,2013.0,10,,hip,upper leg,,,,,PG,29.0,65.0,65.0,31.0,80.0,2015.0,2765.6000000000004
2013-11-19,Houston Rockets,Ronnie Brewer,strained right calf (DNP),1.0,0.0,regular,2013.0,12,,calf,lower leg,,,,,SF,28.0,24.0,3.0,6.7,61.0,160.8,860.0
2013-11-20,Toronto Raptors,Quincy Acy,sprained right ankle (DNP),1.0,0.0,regular,2013.0,12,,ankle,lower leg,,,,,SF,23.0,63.0,0.0,13.4,29.0,844.2,342.20000000000005
2013-11-20,Washington Wizards,Trevor Ariza,strained right hamstring (DNP),1.0,0.0,regular,2013.0,11,,hamstring,upper leg,,,,,SF,28.0,77.0,77.0,35.4,56.0,2725.7999999999997,1472.7999999999995
2013-11-20,Minnesota Timberwolves,Shabazz Muhammad,sprained right ankle (DNP),1.0,0.0,regular,2013.0,13,,ankle,lower leg,,,,,SG,21.0,37.0,0.0,7.8,0.0,288.59999999999997,0.0
2013-11-20,Houston Rockets,Ronnie Brewer,strained right calf (DNP),1.0,0.0,regular,2013.0,13,,calf,lower leg,,,,,SF,28.0,24.0,3.0,6.7,61.0,160.8,860.0
2013-11-20,Houston Rockets,Greg Smith,sprained right knee (DNP),1.0,0.0,regular,2013.0,13,,knee,knee,,,,,C,23.0,11.0,0.0,9.1,75.0,100.1,1172.0
2013-11-20,Detroit Pistons,Charlie Villanueva,sore back (DNP),1.0,0.0,regular,2013.0,11,,back,torso,,,,,PF,29.0,20.0,0.0,9.0,69.0,180.0,1090.2
2013-11-20,Orlando Magic,Kyle OQuinn,sprained right ankle (DNP),1.0,0.0,regular,2013.0,11,,ankle,lower leg,,,,,Unknown,,,,,,,
2013-11-20,Orlando Magic,Tobias Harris,sprained left ankle (DNP),1.0,0.0,regular,2013.0,11,,ankle,lower leg,,,,,PF,21.0,61.0,36.0,30.3,55.0,1848.3,1298.0000000000002
2013-11-20,New York Knicks,Raymond Felton,pinched nerve in left hip (DNP),1.0,0.0,regular,2013.0,11,,hip,upper leg,,,,,PG,29.0,65.0,65.0,31.0,80.0,2015.0,2765.6000000000004
2013-11-20,Los Angeles Clippers,Matt Barnes,bruised left eye (DNP),1.0,0.0,regular,2013.0,12,,eye,head,,,,,SF,33.0,63.0,40.0,27.5,86.0,1732.5,2218.0
2013-11-20,Boston Celtics,Keith Bogans,illness (DNP),1.0,0.0,regular,2013.0,13,,sick,sick,,,,,SG,33.0,6.0,0.0,9.2,76.0,55.2,1429.0
2013-11-20,Dallas Mavericks,Wayne Ellington,bruised right thigh (DNP),1.0,0.0,regular,2013.0,12,,quad,upper leg,,,,,SG,26.0,45.0,1.0,8.7,78.0,391.49999999999994,1661.4
2013-11-21,Los Angeles Clippers,Matt Barnes,bruised left eye (DNP),1.0,0.0,regular,2013.0,13,,eye,head,,,,,SF,33.0,63.0,40.0,27.5,86.0,1732.5,2218.0
2013-11-21,Los Angeles Clippers,Matt Barnes,surgery on left eye to repair torn retina (out indefinitely),1.0,0.0,regular,2013.0,13,,eye,head,,,,,SF,33.0,63.0,40.0,27.5,86.0,1732.5,2218.0
2013-11-22,Detroit Pistons,Charlie Villanueva,sore back (DNP),1.0,0.0,regular,2013.0,12,,back,torso,,,,,PF,29.0,20.0,0.0,9.0,69.0,180.0,1090.2
2013-11-22,Golden State Warriors,Ognjen Kuzmic,fractured right hand (DNP),1.0,0.0,regular,2013.0,13,,hand,hand,,,,,C,23.0,21.0,0.0,4.4,0.0,92.4,0.0
2013-11-22,Minnesota Timberwolves,Shabazz Muhammad,sprained right ankle (DNP),1.0,0.0,regular,2013.0,14,,ankle,lower leg,,,,,SG,21.0,37.0,0.0,7.8,0.0,288.59999999999997,0.0
2013-11-22,Indiana Pacers,CJ Watson,upper respiratory infection (DNP),1.0,0.0,regular,2013.0,12,,sick,sick,,,,,Unknown,,,,,,,
2013-11-22,Washington Wizards,Trevor Ariza,strained right hamstring (DNP),1.0,0.0,regular,2013.0,12,,hamstring,upper leg,,,,,SF,28.0,77.0,77.0,35.4,56.0,2725.7999999999997,1472.7999999999995
2013-11-22,Nets,Deron Williams,sprained left ankle (DNP),0.0,0.0,off,,-1,,ankle,lower leg,,,,,Unknown,,,,,,,
2013-11-22,Los Angeles Lakers,Chris Kaman,sore back (DNP),1.0,0.0,regular,2013.0,13,,back,torso,,,,,C,31.0,39.0,13.0,18.9,66.0,737.0999999999999,1366.2000000000005
2013-11-22,Boston Celtics,Keith Bogans,illness (DNP),1.0,0.0,regular,2013.0,14,,sick,sick,,,,,SG,33.0,6.0,0.0,9.2,76.0,55.2,1429.0
2013-11-22,Milwaukee Bucks,Brandon Knight,sore right hamstring (DNP),1.0,0.0,regular,2013.0,11,,hamstring,upper leg,,,,,PG,22.0,72.0,69.0,33.3,75.0,2397.6,2362.5000000000005
2013-11-22,Nets,Jason Terry,knee injury (DTD),0.0,0.0,off,,-1,,knee,knee,,,,,Unknown,,,,,,,
2013-11-23,Washington Wizards,Al Harrington,sore right knee (DNP),1.0,0.0,regular,2013.0,13,,knee,knee,,,,,PF,33.0,34.0,0.0,15.0,10.0,510.0,119.0
2013-11-23,Minnesota Timberwolves,Shabazz Muhammad,sprained right ankle (DNP),1.0,0.0,regular,2013.0,15,,ankle,lower leg,,,,,SG,21.0,37.0,0.0,7.8,0.0,288.59999999999997,0.0
2013-11-23,Houston Rockets,Ronnie Brewer,strained right calf (DNP),1.0,0.0,regular,2013.0,14,,calf,lower leg,,,,,SF,28.0,24.0,3.0,6.7,61.0,160.8,860.0
2013-11-23,Houston Rockets,James Harden,sore left foot (DNP),1.0,0.0,regular,2013.0,14,,foot,foot,,,,,SG,24.0,73.0,73.0,38.0,84.0,2774.0,3230.3999999999996
2013-11-23,Houston Rockets,Greg Smith,sprained right knee (DNP),1.0,0.0,regular,2013.0,14,,knee,knee,,,,,C,23.0,11.0,0.0,9.1,75.0,100.1,1172.0
2013-11-23,Orlando Magic,Kyle OQuinn,sprained right ankle (DNP),1.0,0.0,regular,2013.0,12,,ankle,lower leg,,,,,Unknown,,,,,,,
2013-11-23,New York Knicks,Raymond Felton,pinched nerve in left hip (DNP),1.0,0.0,regular,2013.0,12,,hip,upper leg,,,,,PG,29.0,65.0,65.0,31.0,80.0,2015.0,2765.6000000000004
2013-11-23,Washington Wizards,Trevor Ariza,strained right hamstring (DNP),1.0,0.0,regular,2013.0,13,,hamstring,upper leg,,,,,SF,28.0,77.0,77.0,35.4,56.0,2725.7999999999997,1472.7999999999995
2013-11-23,Los Angeles Clippers,Matt Barnes,recovering from surgery on left eye (DNP),1.0,0.0,regular,2013.0,14,,eye,head,,,,,SF,33.0,63.0,40.0,27.5,86.0,1732.5,2218.0
2013-11-23,Boston Celtics,Kelly Olynyk,sprained right ankle (DNP),1.0,0.0,regular,2013.0,15,,ankle,lower leg,,,,,C,22.0,70.0,9.0,20.0,0.0,1400.0,0.0
2013-11-23,Boston Celtics,Keith Bogans,illness (DNP),1.0,0.0,regular,2013.0,15,,sick,sick,,,,,SG,33.0,6.0,0.0,9.2,76.0,55.2,1429.0
2013-11-23,Chicago Bulls,Derrick Rose,torn meniscus in right knee (out for season),1.0,0.0,regular,2013.0,12,,knee,knee,,,,,PG,25.0,10.0,10.0,31.1,0.0,311.0,0.0
2013-11-23,Philadelphia 76ers,Tony Wroten,strained lower back (DNP),1.0,0.0,regular,2013.0,15,,back,torso,,,,,PG,20.0,72.0,16.0,24.5,41.0,1764.0,289.8000000000002
