,Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
40210,Orlando Magic,2017,23,"Fri, Dec 1, 2017",,Golden State Warriors,
40211,Orlando Magic,2017,24,"Sun, Dec 3, 2017",@,New York Knicks,
40212,Orlando Magic,2017,25,"Mon, Dec 4, 2017",@,Charlotte Hornets,
40213,Orlando Magic,2017,26,"Wed, Dec 6, 2017",,Atlanta Hawks,OT
40214,Orlando Magic,2017,27,"Fri, Dec 8, 2017",,Denver Nuggets,
40215,Orlando Magic,2017,28,"Sat, Dec 9, 2017",@,Atlanta Hawks,
40216,Orlando Magic,2017,29,"Wed, Dec 13, 2017",,Los Angeles Clippers,
40217,Orlando Magic,2017,30,"Fri, Dec 15, 2017",,Portland Trail Blazers,
40218,Orlando Magic,2017,31,"Sun, Dec 17, 2017",@,Detroit Pistons,
40219,Orlando Magic,2017,32,"Wed, Dec 20, 2017",@,Chicago Bulls,
40220,Orlando Magic,2017,33,"Fri, Dec 22, 2017",,New Orleans Pelicans,
40221,Orlando Magic,2017,34,"Sat, Dec 23, 2017",@,Washington Wizards,
40222,Orlando Magic,2017,35,"Tue, Dec 26, 2017",@,Miami Heat,
40223,Orlando Magic,2017,36,"Thu, Dec 28, 2017",,Detroit Pistons,
40224,Orlando Magic,2017,37,"Sat, Dec 30, 2017",,Miami Heat,
40225,Orlando Magic,2017,38,"Mon, Jan 1, 2018",@,Brooklyn Nets,
40226,Orlando Magic,2017,39,"Wed, Jan 3, 2018",,Houston Rockets,
40227,Orlando Magic,2017,40,"Sat, Jan 6, 2018",,Cleveland Cavaliers,
40228,Orlando Magic,2017,41,"Tue, Jan 9, 2018",@,Dallas Mavericks,
40229,Orlando Magic,2017,42,"Wed, Jan 10, 2018",@,Milwaukee Bucks,
40230,Orlando Magic,2017,43,"Fri, Jan 12, 2018",@,Washington Wizards,
40231,Orlando Magic,2017,44,"Tue, Jan 16, 2018",,Minnesota Timberwolves,
40232,Orlando Magic,2017,45,"Thu, Jan 18, 2018",@,Cleveland Cavaliers,
40233,Orlando Magic,2017,46,"Sun, Jan 21, 2018",@,Boston Celtics,
40234,Orlando Magic,2017,47,"Tue, Jan 23, 2018",,Sacramento Kings,
40235,Orlando Magic,2017,48,"Sat, Jan 27, 2018",@,Indiana Pacers,
40236,Orlando Magic,2017,49,"Tue, Jan 30, 2018",@,Houston Rockets,
40237,Orlando Magic,2017,50,"Wed, Jan 31, 2018",,Los Angeles Lakers,
40238,Orlando Magic,2017,51,"Sat, Feb 3, 2018",,Washington Wizards,
40239,Orlando Magic,2017,52,"Mon, Feb 5, 2018",@,Miami Heat,
40240,Orlando Magic,2017,53,"Tue, Feb 6, 2018",,Cleveland Cavaliers,
40241,Orlando Magic,2017,54,"Thu, Feb 8, 2018",,Atlanta Hawks,
40242,Orlando Magic,2017,55,"Sat, Feb 10, 2018",,Milwaukee Bucks,
40243,Orlando Magic,2017,56,"Mon, Feb 12, 2018",@,Chicago Bulls,
40244,Orlando Magic,2017,57,"Wed, Feb 14, 2018",,Charlotte Hornets,
40245,Orlando Magic,2017,58,"Thu, Feb 22, 2018",,New York Knicks,
40246,Orlando Magic,2017,59,"Sat, Feb 24, 2018",@,Philadelphia 76ers,
40247,Orlando Magic,2017,60,"Mon, Feb 26, 2018",@,Oklahoma City Thunder,
40248,Orlando Magic,2017,61,"Wed, Feb 28, 2018",,Toronto Raptors,
40249,Orlando Magic,2017,62,"Fri, Mar 2, 2018",,Detroit Pistons,OT
40250,Orlando Magic,2017,63,"Sat, Mar 3, 2018",,Memphis Grizzlies,
40251,Orlando Magic,2017,64,"Mon, Mar 5, 2018",@,Utah Jazz,
40252,Orlando Magic,2017,65,"Wed, Mar 7, 2018",@,Los Angeles Lakers,
40253,Orlando Magic,2017,66,"Fri, Mar 9, 2018",@,Sacramento Kings,
40254,Orlando Magic,2017,67,"Sat, Mar 10, 2018",@,Los Angeles Clippers,
40255,Orlando Magic,2017,68,"Tue, Mar 13, 2018",@,San Antonio Spurs,
40256,Orlando Magic,2017,69,"Wed, Mar 14, 2018",,Milwaukee Bucks,
40257,Orlando Magic,2017,70,"Fri, Mar 16, 2018",,Boston Celtics,
40258,Orlando Magic,2017,71,"Tue, Mar 20, 2018",,Toronto Raptors,
40259,Orlando Magic,2017,72,"Thu, Mar 22, 2018",,Philadelphia 76ers,
40260,Orlando Magic,2017,73,"Sat, Mar 24, 2018",,Phoenix Suns,
40261,Orlando Magic,2017,74,"Wed, Mar 28, 2018",,Brooklyn Nets,
40262,Orlando Magic,2017,75,"Fri, Mar 30, 2018",,Chicago Bulls,
40263,Orlando Magic,2017,76,"Sun, Apr 1, 2018",@,Atlanta Hawks,
40264,Orlando Magic,2017,77,"Tue, Apr 3, 2018",@,New York Knicks,
40265,Orlando Magic,2017,78,"Wed, Apr 4, 2018",,Dallas Mavericks,
40266,Orlando Magic,2017,79,"Fri, Apr 6, 2018",,Charlotte Hornets,
40267,Orlando Magic,2017,80,"Sun, Apr 8, 2018",@,Toronto Raptors,
40268,Orlando Magic,2017,81,"Mon, Apr 9, 2018",@,Milwaukee Bucks,
40269,Orlando Magic,2017,82,"Wed, Apr 11, 2018",,Washington Wizards,
40270,Orlando Magic,2018,1,"Wed, Oct 17, 2018",,Miami Heat,
40271,Orlando Magic,2018,2,"Fri, Oct 19, 2018",,Charlotte Hornets,
40272,Orlando Magic,2018,3,"Sat, Oct 20, 2018",@,Philadelphia 76ers,
40273,Orlando Magic,2018,4,"Mon, Oct 22, 2018",@,Boston Celtics,
40274,Orlando Magic,2018,5,"Thu, Oct 25, 2018",,Portland Trail Blazers,
40275,Orlando Magic,2018,6,"Sat, Oct 27, 2018",@,Milwaukee Bucks,
40276,Orlando Magic,2018,7,"Tue, Oct 30, 2018",,Sacramento Kings,
40277,Orlando Magic,2018,8,"Fri, Nov 2, 2018",,Los Angeles Clippers,
40278,Orlando Magic,2018,9,"Sun, Nov 4, 2018",@,San Antonio Spurs,
40279,Orlando Magic,2018,10,"Mon, Nov 5, 2018",,Cleveland Cavaliers,
40280,Orlando Magic,2018,11,"Wed, Nov 7, 2018",,Detroit Pistons,
40281,Orlando Magic,2018,12,"Fri, Nov 9, 2018",,Washington Wizards,
40282,Orlando Magic,2018,13,"Sun, Nov 11, 2018",@,New York Knicks,
40283,Orlando Magic,2018,14,"Mon, Nov 12, 2018",@,Washington Wizards,
40284,Orlando Magic,2018,15,"Wed, Nov 14, 2018",,Philadelphia 76ers,
40285,Orlando Magic,2018,16,"Sat, Nov 17, 2018",,Los Angeles Lakers,
40286,Orlando Magic,2018,17,"Sun, Nov 18, 2018",,New York Knicks,
40287,Orlando Magic,2018,18,"Tue, Nov 20, 2018",,Toronto Raptors,
40288,Orlando Magic,2018,19,"Fri, Nov 23, 2018",@,Denver Nuggets,
40289,Orlando Magic,2018,20,"Sun, Nov 25, 2018",@,Los Angeles Lakers,
40290,Orlando Magic,2018,21,"Mon, Nov 26, 2018",@,Golden State Warriors,
40291,Orlando Magic,2018,22,"Wed, Nov 28, 2018",@,Portland Trail Blazers,
40292,Orlando Magic,2018,23,"Fri, Nov 30, 2018",@,Phoenix Suns,
40293,Orlando Magic,2018,24,"Tue, Dec 4, 2018",@,Miami Heat,
40294,Orlando Magic,2018,25,"Wed, Dec 5, 2018",,Denver Nuggets,OT
40295,Orlando Magic,2018,26,"Fri, Dec 7, 2018",,Indiana Pacers,
40296,Orlando Magic,2018,27,"Mon, Dec 10, 2018",@,Dallas Mavericks,
40297,Orlando Magic,2018,28,"Thu, Dec 13, 2018",,Chicago Bulls,
40298,Orlando Magic,2018,29,"Sat, Dec 15, 2018",,Utah Jazz,
40299,Orlando Magic,2018,30,"Wed, Dec 19, 2018",,San Antonio Spurs,
40300,Orlando Magic,2018,31,"Fri, Dec 21, 2018",@,Chicago Bulls,
40301,Orlando Magic,2018,32,"Sun, Dec 23, 2018",,Miami Heat,
40302,Orlando Magic,2018,33,"Wed, Dec 26, 2018",,Phoenix Suns,OT
40303,Orlando Magic,2018,34,"Fri, Dec 28, 2018",,Toronto Raptors,
40304,Orlando Magic,2018,35,"Sun, Dec 30, 2018",,Detroit Pistons,
40305,Orlando Magic,2018,36,"Mon, Dec 31, 2018",@,Charlotte Hornets,
40306,Orlando Magic,2018,37,"Wed, Jan 2, 2019",@,Chicago Bulls,
40307,Orlando Magic,2018,38,"Fri, Jan 4, 2019",@,Minnesota Timberwolves,
40308,Orlando Magic,2018,39,"Sun, Jan 6, 2019",@,Los Angeles Clippers,
40309,Orlando Magic,2018,40,"Mon, Jan 7, 2019",@,Sacramento Kings,
40310,Orlando Magic,2018,41,"Wed, Jan 9, 2019",@,Utah Jazz,
40311,Orlando Magic,2018,42,"Sat, Jan 12, 2019",,Boston Celtics,
40312,Orlando Magic,2018,43,"Sun, Jan 13, 2019",,Houston Rockets,
40313,Orlando Magic,2018,44,"Wed, Jan 16, 2019",@,Detroit Pistons,OT
40314,Orlando Magic,2018,45,"Fri, Jan 18, 2019",,Brooklyn Nets,
40315,Orlando Magic,2018,46,"Sat, Jan 19, 2019",,Milwaukee Bucks,
40316,Orlando Magic,2018,47,"Mon, Jan 21, 2019",@,Atlanta Hawks,
40317,Orlando Magic,2018,48,"Wed, Jan 23, 2019",@,Brooklyn Nets,
40318,Orlando Magic,2018,49,"Fri, Jan 25, 2019",,Washington Wizards,
40319,Orlando Magic,2018,50,"Sun, Jan 27, 2019",@,Houston Rockets,
40320,Orlando Magic,2018,51,"Tue, Jan 29, 2019",,Oklahoma City Thunder,
40321,Orlando Magic,2018,52,"Thu, Jan 31, 2019",,Indiana Pacers,
40322,Orlando Magic,2018,53,"Sat, Feb 2, 2019",,Brooklyn Nets,
40323,Orlando Magic,2018,54,"Tue, Feb 5, 2019",@,Oklahoma City Thunder,
40324,Orlando Magic,2018,55,"Thu, Feb 7, 2019",,Minnesota Timberwolves,
40325,Orlando Magic,2018,56,"Sat, Feb 9, 2019",@,Milwaukee Bucks,
40326,Orlando Magic,2018,57,"Sun, Feb 10, 2019",@,Atlanta Hawks,
40327,Orlando Magic,2018,58,"Tue, Feb 12, 2019",@,New Orleans Pelicans,
40328,Orlando Magic,2018,59,"Thu, Feb 14, 2019",,Charlotte Hornets,
40329,Orlando Magic,2018,60,"Fri, Feb 22, 2019",,Chicago Bulls,
40330,Orlando Magic,2018,61,"Sun, Feb 24, 2019",@,Toronto Raptors,
40331,Orlando Magic,2018,62,"Tue, Feb 26, 2019",@,New York Knicks,
40332,Orlando Magic,2018,63,"Thu, Feb 28, 2019",,Golden State Warriors,
40333,Orlando Magic,2018,64,"Sat, Mar 2, 2019",@,Indiana Pacers,
40334,Orlando Magic,2018,65,"Sun, Mar 3, 2019",@,Cleveland Cavaliers,
40335,Orlando Magic,2018,66,"Tue, Mar 5, 2019",@,Philadelphia 76ers,
40336,Orlando Magic,2018,67,"Fri, Mar 8, 2019",,Dallas Mavericks,
40337,Orlando Magic,2018,68,"Sun, Mar 10, 2019",@,Memphis Grizzlies,
40338,Orlando Magic,2018,69,"Wed, Mar 13, 2019",@,Washington Wizards,
40339,Orlando Magic,2018,70,"Thu, Mar 14, 2019",,Cleveland Cavaliers,
40340,Orlando Magic,2018,71,"Sun, Mar 17, 2019",,Atlanta Hawks,
40341,Orlando Magic,2018,72,"Wed, Mar 20, 2019",,New Orleans Pelicans,
40342,Orlando Magic,2018,73,"Fri, Mar 22, 2019",,Memphis Grizzlies,OT
40343,Orlando Magic,2018,74,"Mon, Mar 25, 2019",,Philadelphia 76ers,
40344,Orlando Magic,2018,75,"Tue, Mar 26, 2019",@,Miami Heat,
40345,Orlando Magic,2018,76,"Thu, Mar 28, 2019",@,Detroit Pistons,
40346,Orlando Magic,2018,77,"Sat, Mar 30, 2019",@,Indiana Pacers,
40347,Orlando Magic,2018,78,"Mon, Apr 1, 2019",@,Toronto Raptors,
40348,Orlando Magic,2018,79,"Wed, Apr 3, 2019",,New York Knicks,
40349,Orlando Magic,2018,80,"Fri, Apr 5, 2019",,Atlanta Hawks,
40350,Orlando Magic,2018,81,"Sun, Apr 7, 2019",@,Boston Celtics,
40351,Orlando Magic,2018,82,"Wed, Apr 10, 2019",@,Charlotte Hornets,
40352,Orlando Magic,2018,83,"Sat, Apr 13, 2019",@,Toronto Raptors,
40353,Orlando Magic,2018,84,"Tue, Apr 16, 2019",@,Toronto Raptors,
40354,Orlando Magic,2018,85,"Fri, Apr 19, 2019",,Toronto Raptors,
40355,Orlando Magic,2018,86,"Sun, Apr 21, 2019",,Toronto Raptors,
40356,Orlando Magic,2018,87,"Tue, Apr 23, 2019",@,Toronto Raptors,
40357,Orlando Magic,2019,1,"Wed, Oct 23, 2019",,Cleveland Cavaliers,
40358,Orlando Magic,2019,2,"Sat, Oct 26, 2019",@,Atlanta Hawks,
40359,Orlando Magic,2019,3,"Mon, Oct 28, 2019",@,Toronto Raptors,
40360,Orlando Magic,2019,4,"Wed, Oct 30, 2019",,New York Knicks,
40361,Orlando Magic,2019,5,"Fri, Nov 1, 2019",,Milwaukee Bucks,
40362,Orlando Magic,2019,6,"Sat, Nov 2, 2019",,Denver Nuggets,
40363,Orlando Magic,2019,7,"Tue, Nov 5, 2019",@,Oklahoma City Thunder,
40364,Orlando Magic,2019,8,"Wed, Nov 6, 2019",@,Dallas Mavericks,
40365,Orlando Magic,2019,9,"Fri, Nov 8, 2019",,Memphis Grizzlies,
40366,Orlando Magic,2019,10,"Sun, Nov 10, 2019",,Indiana Pacers,
40367,Orlando Magic,2019,11,"Wed, Nov 13, 2019",,Philadelphia 76ers,
40368,Orlando Magic,2019,12,"Fri, Nov 15, 2019",,San Antonio Spurs,
40369,Orlando Magic,2019,13,"Sun, Nov 17, 2019",,Washington Wizards,
40370,Orlando Magic,2019,14,"Wed, Nov 20, 2019",@,Toronto Raptors,
40371,Orlando Magic,2019,15,"Sat, Nov 23, 2019",@,Indiana Pacers,
40372,Orlando Magic,2019,16,"Mon, Nov 25, 2019",@,Detroit Pistons,
40373,Orlando Magic,2019,17,"Wed, Nov 27, 2019",@,Cleveland Cavaliers,
40374,Orlando Magic,2019,18,"Fri, Nov 29, 2019",,Toronto Raptors,
40375,Orlando Magic,2019,19,"Sun, Dec 1, 2019",,Golden State Warriors,
40376,Orlando Magic,2019,20,"Tue, Dec 3, 2019",@,Washington Wizards,
40377,Orlando Magic,2019,21,"Wed, Dec 4, 2019",,Phoenix Suns,
40378,Orlando Magic,2019,22,"Fri, Dec 6, 2019",@,Cleveland Cavaliers,
40379,Orlando Magic,2019,23,"Mon, Dec 9, 2019",@,Milwaukee Bucks,
40380,Orlando Magic,2019,24,"Wed, Dec 11, 2019",,Los Angeles Lakers,
40381,Orlando Magic,2019,25,"Fri, Dec 13, 2019",,Houston Rockets,
40382,Orlando Magic,2019,26,"Sun, Dec 15, 2019",@,New Orleans Pelicans,
40383,Orlando Magic,2019,27,"Tue, Dec 17, 2019",@,Utah Jazz,
40384,Orlando Magic,2019,28,"Wed, Dec 18, 2019",@,Denver Nuggets,
40385,Orlando Magic,2019,29,"Fri, Dec 20, 2019",@,Portland Trail Blazers,
40386,Orlando Magic,2019,30,"Mon, Dec 23, 2019",,Chicago Bulls,
40387,Orlando Magic,2019,31,"Fri, Dec 27, 2019",,Philadelphia 76ers,
40388,Orlando Magic,2019,32,"Sat, Dec 28, 2019",@,Milwaukee Bucks,
40389,Orlando Magic,2019,33,"Mon, Dec 30, 2019",,Atlanta Hawks,
40390,Orlando Magic,2019,34,"Wed, Jan 1, 2020",@,Washington Wizards,
40391,Orlando Magic,2019,35,"Fri, Jan 3, 2020",,Miami Heat,
40392,Orlando Magic,2019,36,"Sat, Jan 4, 2020",,Utah Jazz,
40393,Orlando Magic,2019,37,"Mon, Jan 6, 2020",,Brooklyn Nets,
40394,Orlando Magic,2019,38,"Wed, Jan 8, 2020",,Washington Wizards,
40395,Orlando Magic,2019,39,"Fri, Jan 10, 2020",@,Phoenix Suns,
40396,Orlando Magic,2019,40,"Mon, Jan 13, 2020",@,Sacramento Kings,
40397,Orlando Magic,2019,41,"Wed, Jan 15, 2020",@,Los Angeles Lakers,
40398,Orlando Magic,2019,42,"Thu, Jan 16, 2020",@,Los Angeles Clippers,
40399,Orlando Magic,2019,43,"Sat, Jan 18, 2020",@,Golden State Warriors,
40400,Orlando Magic,2019,44,"Mon, Jan 20, 2020",@,Charlotte Hornets,
40401,Orlando Magic,2019,45,"Wed, Jan 22, 2020",,Oklahoma City Thunder,
40402,Orlando Magic,2019,46,"Fri, Jan 24, 2020",,Boston Celtics,
40403,Orlando Magic,2019,47,"Sun, Jan 26, 2020",,Los Angeles Clippers,
40404,Orlando Magic,2019,48,"Mon, Jan 27, 2020",@,Miami Heat,
40405,Orlando Magic,2019,49,"Sat, Feb 1, 2020",,Miami Heat,
40406,Orlando Magic,2019,50,"Mon, Feb 3, 2020",@,Charlotte Hornets,
40407,Orlando Magic,2019,51,"Wed, Feb 5, 2020",@,Boston Celtics,
40408,Orlando Magic,2019,52,"Thu, Feb 6, 2020",@,New York Knicks,
40409,Orlando Magic,2019,53,"Sat, Feb 8, 2020",,Milwaukee Bucks,
40410,Orlando Magic,2019,54,"Mon, Feb 10, 2020",,Atlanta Hawks,
40411,Orlando Magic,2019,55,"Wed, Feb 12, 2020",,Detroit Pistons,OT
40412,Orlando Magic,2019,56,"Fri, Feb 21, 2020",,Dallas Mavericks,
40413,Orlando Magic,2019,57,"Mon, Feb 24, 2020",@,Brooklyn Nets,
40414,Orlando Magic,2019,58,"Wed, Feb 26, 2020",@,Atlanta Hawks,
40415,Orlando Magic,2019,59,"Fri, Feb 28, 2020",,Minnesota Timberwolves,
40416,Orlando Magic,2019,60,"Sat, Feb 29, 2020",@,San Antonio Spurs,
40417,Orlando Magic,2019,61,"Mon, Mar 2, 2020",,Portland Trail Blazers,
40418,Orlando Magic,2019,62,"Wed, Mar 4, 2020",@,Miami Heat,
40419,Orlando Magic,2019,63,"Fri, Mar 6, 2020",@,Minnesota Timberwolves,
40420,Orlando Magic,2019,64,"Sun, Mar 8, 2020",@,Houston Rockets,
40421,Orlando Magic,2019,65,"Tue, Mar 10, 2020",@,Memphis Grizzlies,
40422,Orlando Magic,2019,66,"Fri, Jul 31, 2020",@,Brooklyn Nets,
40423,Orlando Magic,2019,67,"Sun, Aug 2, 2020",,Sacramento Kings,
40424,Orlando Magic,2019,68,"Tue, Aug 4, 2020",@,Indiana Pacers,
40425,Orlando Magic,2019,69,"Wed, Aug 5, 2020",,Toronto Raptors,
40426,Orlando Magic,2019,70,"Fri, Aug 7, 2020",@,Philadelphia 76ers,
40427,Orlando Magic,2019,71,"Sun, Aug 9, 2020",@,Boston Celtics,OT
40428,Orlando Magic,2019,72,"Tue, Aug 11, 2020",,Brooklyn Nets,
40429,Orlando Magic,2019,73,"Thu, Aug 13, 2020",,New Orleans Pelicans,
40430,Orlando Magic,2019,74,"Tue, Aug 18, 2020",@,Milwaukee Bucks,
40431,Orlando Magic,2019,75,"Thu, Aug 20, 2020",@,Milwaukee Bucks,
40432,Orlando Magic,2019,76,"Sat, Aug 22, 2020",,Milwaukee Bucks,
40433,Orlando Magic,2019,77,"Mon, Aug 24, 2020",,Milwaukee Bucks,
40434,Orlando Magic,2019,78,"Sat, Aug 29, 2020",@,Milwaukee Bucks,
40435,Orlando Magic,2020,1,"Wed, Dec 23, 2020",,Miami Heat,
40436,Orlando Magic,2020,2,"Sat, Dec 26, 2020",@,Washington Wizards,
40437,Orlando Magic,2020,3,"Sun, Dec 27, 2020",@,Washington Wizards,
40438,Orlando Magic,2020,4,"Tue, Dec 29, 2020",@,Oklahoma City Thunder,
40439,Orlando Magic,2020,5,"Thu, Dec 31, 2020",,Philadelphia 76ers,
40440,Orlando Magic,2020,6,"Sat, Jan 2, 2021",,Oklahoma City Thunder,
40441,Orlando Magic,2020,7,"Mon, Jan 4, 2021",,Cleveland Cavaliers,
40442,Orlando Magic,2020,8,"Wed, Jan 6, 2021",,Cleveland Cavaliers,
40443,Orlando Magic,2020,9,"Fri, Jan 8, 2021",@,Houston Rockets,
40444,Orlando Magic,2020,10,"Sat, Jan 9, 2021",@,Dallas Mavericks,
40445,Orlando Magic,2020,11,"Mon, Jan 11, 2021",,Milwaukee Bucks,
40446,Orlando Magic,2020,12,"Fri, Jan 15, 2021",@,Boston Celtics,
40447,Orlando Magic,2020,13,"Sat, Jan 16, 2021",@,Brooklyn Nets,
40448,Orlando Magic,2020,14,"Mon, Jan 18, 2021",@,New York Knicks,
40449,Orlando Magic,2020,15,"Wed, Jan 20, 2021",@,Minnesota Timberwolves,
40450,Orlando Magic,2020,16,"Fri, Jan 22, 2021",@,Indiana Pacers,OT
40451,Orlando Magic,2020,17,"Sun, Jan 24, 2021",,Charlotte Hornets,
40452,Orlando Magic,2020,18,"Mon, Jan 25, 2021",,Charlotte Hornets,
40453,Orlando Magic,2020,19,"Wed, Jan 27, 2021",,Sacramento Kings,
40454,Orlando Magic,2020,20,"Fri, Jan 29, 2021",,Los Angeles Clippers,
40455,Orlando Magic,2020,21,"Sun, Jan 31, 2021",@,Toronto Raptors,
40456,Orlando Magic,2020,22,"Tue, Feb 2, 2021",,Toronto Raptors,
40457,Orlando Magic,2020,23,"Fri, Feb 5, 2021",,Chicago Bulls,
40458,Orlando Magic,2020,24,"Sat, Feb 6, 2021",,Chicago Bulls,
40459,Orlando Magic,2020,25,"Tue, Feb 9, 2021",@,Portland Trail Blazers,
40460,Orlando Magic,2020,26,"Thu, Feb 11, 2021",@,Golden State Warriors,
40461,Orlando Magic,2020,27,"Fri, Feb 12, 2021",@,Sacramento Kings,
40462,Orlando Magic,2020,28,"Sun, Feb 14, 2021",@,Phoenix Suns,
40463,Orlando Magic,2020,29,"Wed, Feb 17, 2021",,New York Knicks,
40464,Orlando Magic,2020,30,"Fri, Feb 19, 2021",,Golden State Warriors,
40465,Orlando Magic,2020,31,"Sun, Feb 21, 2021",,Detroit Pistons,
40466,Orlando Magic,2020,32,"Tue, Feb 23, 2021",,Detroit Pistons,
40467,Orlando Magic,2020,33,"Thu, Feb 25, 2021",@,Brooklyn Nets,
40468,Orlando Magic,2020,34,"Sat, Feb 27, 2021",,Utah Jazz,
40469,Orlando Magic,2020,35,"Mon, Mar 1, 2021",,Dallas Mavericks,
40470,Orlando Magic,2020,36,"Wed, Mar 3, 2021",,Atlanta Hawks,
40471,Orlando Magic,2020,37,"Thu, Mar 11, 2021",@,Miami Heat,
40472,Orlando Magic,2020,38,"Fri, Mar 12, 2021",@,San Antonio Spurs,
40473,Orlando Magic,2020,39,"Sun, Mar 14, 2021",,Miami Heat,
40474,Orlando Magic,2020,40,"Thu, Mar 18, 2021",@,New York Knicks,
40475,Orlando Magic,2020,41,"Fri, Mar 19, 2021",,Brooklyn Nets,
40476,Orlando Magic,2020,42,"Sun, Mar 21, 2021",@,Boston Celtics,
40477,Orlando Magic,2020,43,"Tue, Mar 23, 2021",,Denver Nuggets,
40478,Orlando Magic,2020,44,"Wed, Mar 24, 2021",,Phoenix Suns,
40479,Orlando Magic,2020,45,"Fri, Mar 26, 2021",,Portland Trail Blazers,
40480,Orlando Magic,2020,46,"Sun, Mar 28, 2021",@,Los Angeles Lakers,
40481,Orlando Magic,2020,47,"Tue, Mar 30, 2021",@,Los Angeles Clippers,
40482,Orlando Magic,2020,48,"Thu, Apr 1, 2021",@,New Orleans Pelicans,OT
40483,Orlando Magic,2020,49,"Sat, Apr 3, 2021",@,Utah Jazz,
40484,Orlando Magic,2020,50,"Sun, Apr 4, 2021",@,Denver Nuggets,
40485,Orlando Magic,2020,51,"Wed, Apr 7, 2021",,Washington Wizards,
40486,Orlando Magic,2020,52,"Fri, Apr 9, 2021",,Indiana Pacers,
40487,Orlando Magic,2020,53,"Sun, Apr 11, 2021",,Milwaukee Bucks,
40488,Orlando Magic,2020,54,"Mon, Apr 12, 2021",,San Antonio Spurs,
40489,Orlando Magic,2020,55,"Wed, Apr 14, 2021",@,Chicago Bulls,
40490,Orlando Magic,2020,56,"Fri, Apr 16, 2021",@,Toronto Raptors,
40491,Orlando Magic,2020,57,"Sun, Apr 18, 2021",,Houston Rockets,
40492,Orlando Magic,2020,58,"Tue, Apr 20, 2021",@,Atlanta Hawks,
40493,Orlando Magic,2020,59,"Thu, Apr 22, 2021",,New Orleans Pelicans,
40494,Orlando Magic,2020,60,"Sun, Apr 25, 2021",,Indiana Pacers,
40495,Orlando Magic,2020,61,"Mon, Apr 26, 2021",,Los Angeles Lakers,
40496,Orlando Magic,2020,62,"Wed, Apr 28, 2021",@,Cleveland Cavaliers,
40497,Orlando Magic,2020,63,"Fri, Apr 30, 2021",@,Memphis Grizzlies,
40498,Orlando Magic,2020,64,"Sat, May 1, 2021",,Memphis Grizzlies,
40499,Orlando Magic,2020,65,"Mon, May 3, 2021",@,Detroit Pistons,
40500,Orlando Magic,2020,66,"Wed, May 5, 2021",,Boston Celtics,
40501,Orlando Magic,2020,67,"Fri, May 7, 2021",@,Charlotte Hornets,
40502,Orlando Magic,2020,68,"Sun, May 9, 2021",,Minnesota Timberwolves,
40503,Orlando Magic,2020,69,"Tue, May 11, 2021",@,Milwaukee Bucks,
40504,Orlando Magic,2020,70,"Thu, May 13, 2021",@,Atlanta Hawks,
40505,Orlando Magic,2020,71,"Fri, May 14, 2021",@,Philadelphia 76ers,
40506,Orlando Magic,2020,72,"Sun, May 16, 2021",@,Philadelphia 76ers,
40507,Orlando Magic,2021,1,"Wed, Oct 20, 2021",@,San Antonio Spurs,
40508,Orlando Magic,2021,2,"Fri, Oct 22, 2021",,New York Knicks,
40509,Orlando Magic,2021,3,"Sun, Oct 24, 2021",@,New York Knicks,
40510,Orlando Magic,2021,4,"Mon, Oct 25, 2021",@,Miami Heat,
40511,Orlando Magic,2021,5,"Wed, Oct 27, 2021",,Charlotte Hornets,
40512,Orlando Magic,2021,6,"Fri, Oct 29, 2021",@,Toronto Raptors,
40513,Orlando Magic,2021,7,"Sat, Oct 30, 2021",@,Detroit Pistons,
40514,Orlando Magic,2021,8,"Mon, Nov 1, 2021",@,Minnesota Timberwolves,
40515,Orlando Magic,2021,9,"Wed, Nov 3, 2021",,Boston Celtics,
40516,Orlando Magic,2021,10,"Fri, Nov 5, 2021",,San Antonio Spurs,
40517,Orlando Magic,2021,11,"Sun, Nov 7, 2021",,Utah Jazz,
40518,Orlando Magic,2021,12,"Wed, Nov 10, 2021",,Brooklyn Nets,
40519,Orlando Magic,2021,13,"Sat, Nov 13, 2021",,Washington Wizards,
40520,Orlando Magic,2021,14,"Mon, Nov 15, 2021",@,Atlanta Hawks,
40521,Orlando Magic,2021,15,"Wed, Nov 17, 2021",@,New York Knicks,
40522,Orlando Magic,2021,16,"Fri, Nov 19, 2021",@,Brooklyn Nets,
40523,Orlando Magic,2021,17,"Sat, Nov 20, 2021",@,Milwaukee Bucks,
40524,Orlando Magic,2021,18,"Mon, Nov 22, 2021",@,Milwaukee Bucks,
40525,Orlando Magic,2021,19,"Wed, Nov 24, 2021",,Charlotte Hornets,
40526,Orlando Magic,2021,20,"Fri, Nov 26, 2021",,Chicago Bulls,
40527,Orlando Magic,2021,21,"Sat, Nov 27, 2021",@,Cleveland Cavaliers,
40528,Orlando Magic,2021,22,"Mon, Nov 29, 2021",@,Philadelphia 76ers,
40529,Orlando Magic,2021,23,"Wed, Dec 1, 2021",,Denver Nuggets,
40530,Orlando Magic,2021,24,"Fri, Dec 3, 2021",@,Houston Rockets,
40531,Orlando Magic,2021,25,"Mon, Dec 6, 2021",@,Golden State Warriors,
40532,Orlando Magic,2021,26,"Wed, Dec 8, 2021",@,Sacramento Kings,
40533,Orlando Magic,2021,27,"Sat, Dec 11, 2021",@,Los Angeles Clippers,
