Date,Team,Acquired,Relinquished,Notes
2016-04-27,Los Angeles Clippers,CJ Wilcox,,activated from IL
2016-04-27,Memphis Grizzlies,,PJ Hairston,placed on IL
2016-04-27,Miami Heat,,Briante Weber,placed on IL
2016-04-27,Miami Heat,Tyler Johnson,,activated from IL
2016-04-27,Charlotte Hornets,Nicolas Batum,,activated from IL
2016-04-27,Houston Rockets,,Terrence Jones,placed on IL (out for season)
2016-04-27,Houston Rockets,Andrew Goudelock,,activated from IL
2016-04-27,Golden State Warriors,,Stephen Curry,placed on IL with sprained MCL in right knee
2016-04-27,Golden State Warriors,Anderson Varejao,,activated from IL
2016-04-29,Memphis Grizzlies,PJ Hairston,,activated from IL
2016-04-29,Charlotte Hornets,,Spencer Hawes,placed on IL with sprained MCL in right knee (out for season)
2016-04-30,San Antonio Spurs,Kevin Martin,,activated from IL
2016-04-30,San Antonio Spurs,,Jonathon Simmons,placed on IL (out for season)
2016-05-02,Cleveland Cavaliers,,Jordan McRae,placed on IL
2016-05-02,Cleveland Cavaliers,Maurice Williams,,activated from IL (P)
2016-05-09,Miami Heat,,Hassan Whiteside,placed on IL with sprained MCL in right knee (out for season)
2016-05-09,Miami Heat,Briante Weber,,activated from IL
2016-05-09,Toronto Raptors,,Jonas Valanciunas,placed on IL with sprained right ankle
2016-05-09,Toronto Raptors,Lucas Nogueira,,activated from IL
2016-05-09,Golden State Warriors,,James Michael,placed on IL
2016-05-09,Golden State Warriors,Stephen Curry,,activated from IL
2016-05-10,Oklahoma City Thunder,,Kyle Singler,placed on IL with stomach flu
2016-05-10,Oklahoma City Thunder,Josh Huestis,,activated from IL
2016-05-12,Oklahoma City Thunder,,Josh Huestis,placed on IL (out for season)
2016-05-12,Oklahoma City Thunder,Kyle Singler,,activated from IL
2016-05-23,Toronto Raptors,,Lucas Nogueira,placed on IL (out for season)
2016-05-26,Golden State Warriors,James Michael,,activated from IL
2016-05-26,Golden State Warriors,,Brandon Rush,placed on IL
2016-06-02,Golden State Warriors,,James Michael,placed on IL
2016-06-02,Golden State Warriors,Brandon Rush,,activated from IL
2016-06-08,Cleveland Cavaliers,,Kevin Love,placed on IL with concussion
2016-06-08,Cleveland Cavaliers,Jordan McRae,,activated from IL
2016-06-10,Cleveland Cavaliers,,Jordan McRae,placed on IL
2016-06-10,Cleveland Cavaliers,Kevin Love,,activated from IL
2016-06-13,Golden State Warriors,,Ian Clark,placed on IL
2016-06-13,Golden State Warriors,James Michael,,activated from IL
2016-06-16,Golden State Warriors,,Andrew Bogut,placed on IL with left knee injury (out for season)
2016-06-16,Golden State Warriors,Ian Clark,,activated from IL
2016-10-25,New York Knicks,,Maurice Ndour,placed on IL
2016-10-25,Golden State Warriors,,Damian Jones,placed on IL with torn pectoral muscle
2016-10-25,Golden State Warriors,,James Michael,placed on IL
2016-10-25,San Antonio Spurs,,Danny Green,placed on IL with strained left quadricep
2016-10-25,New York Knicks,,Marshall Plumlee,placed on IL
2016-10-25,San Antonio Spurs,,Dejounte Murray,placed on IL
2016-10-25,Utah Jazz,,Alec Burks,placed on IL with sore leg
2016-10-25,Portland Trailblazers,,Festus Ezeli,placed on IL with sore left knee (out for season)
2016-10-25,Utah Jazz,,Gordon Hayward,placed on IL with fractured left ring finger
2016-10-25,Cleveland Cavaliers,,Kahlil Felder,placed on IL with concussion
2016-10-25,Portland Trailblazers,,Tim Quarterman,placed on IL
2016-10-26,Denver Nuggets,,Gary Harris,placed on IL with strained right groin
2016-10-26,Denver Nuggets,,Darrell Arthur,placed on IL recovering from surgery on left knee
2016-10-26,Nets,,Randy Foye,placed on IL with strained hamstring
2016-10-26,Nets,,Caris LeVert,placed on IL with sore foot
2016-10-26,Sacramento Kings,,Georgios Papagiannis,placed on IL
2016-10-26,Dallas Mavericks,,AJ Hammons,placed on IL
2016-10-26,Orlando Magic,,Stephen Zimmerman,placed on IL
2016-10-26,Orlando Magic,,Jodie Meeks,placed on IL recovering from surgery on right foot
2016-10-26,Los Angeles Lakers,,Jose Calderon,placed on IL with strained left calf
2016-10-26,Los Angeles Lakers,,Ivica Zubac,placed on IL
2016-10-26,Sacramento Kings,,Skal Labissiere,placed on IL
2016-10-26,Dallas Mavericks,,Devin Harris,placed on IL with strained right big toe
2016-10-26,Charlotte Hornets,,Brian Roberts,placed on IL with sore left hamstring
2016-10-26,Miami Heat,,Wayne Ellington,placed on IL with bruised right quadriceps
2016-10-26,Miami Heat,,Chris Bosh,placed on IL with blood clots (out for season)
2016-10-26,Memphis Grizzlies,,Chandler Parsons,placed on IL with sore right knee
2016-10-26,Memphis Grizzlies,,Brandan Wright,placed on IL with sore left ankle (CBC) / knee (P)
2016-10-26,Boston Celtics,,Marcus Smart,placed on IL with sprained left ankle
2016-10-26,Boston Celtics,,Kelly Olynyk,placed on IL recovering from surgery on right shoulder
2016-10-26,Milwaukee Bucks,,Tony Snell,placed on IL with sprained left ankle
2016-10-26,Milwaukee Bucks,,Khris Middleton,placed on IL recovering from surgery to repair torn left hamstring
2016-10-26,Philadelphia 76ers,,Nerlens Noel,placed on IL recovering from surgery on left knee
2016-10-26,Philadelphia 76ers,,Jerryd Bayless,placed on IL with sore left wrist
2016-10-26,Philadelphia 76ers,,Ben Simmons,placed on IL recovering from surgery on right foot to repair fracture (out for season)
2016-10-26,Charlotte Hornets,,Frank Kaminsky,placed on IL with strained right foot
2016-10-27,Washington Wizards,,Ian Mahinmi,placed on IL recovering from surgery on left knee to repair torn medial meniscus
2016-10-27,Washington Wizards,,Danuel House,placed on IL
2016-10-27,Atlanta Hawks,,Mike Scott,placed on IL with left knee injury (DTD)
2016-10-27,Atlanta Hawks,,Tiago Splitter,placed on IL with strained right calf
2016-10-27,Los Angeles Clippers,,Brice Johnson,placed on IL with herniated disc in lower back
2016-10-27,Los Angeles Clippers,,Paul Pierce,placed on IL with sprained ankle
2016-10-27,Chicago Bulls,,Jerian Grant,placed on IL
2016-10-28,Charlotte Hornets,,Aaron Harrison,placed on IL
2016-10-28,Charlotte Hornets,Brian Roberts,,activated from IL
2016-10-28,Orlando Magic,Stephen Zimmerman,,activated from IL
2016-10-28,Dallas Mavericks,,Dirk Nowitzki,placed on IL with stomach illness
2016-10-28,Dallas Mavericks,AJ Hammons,,activated from IL
2016-10-28,Indiana Pacers,Georges Niang,,activated from IL
2016-10-28,Houston Rockets,,Chinanu Onuaku,placed on IL (P)
2016-10-28,Golden State Warriors,Damian Jones,,activated from IL
2016-10-28,Indiana Pacers,,Aaron Brooks,placed on IL with sore knee
2016-10-29,San Antonio Spurs,Dejounte Murray,,activated from IL
2016-10-29,Orlando Magic,,Stephen Zimmerman,placed on IL
2016-10-29,San Antonio Spurs,,Emanuel Ginobili,placed on IL for rest
2016-10-29,Indiana Pacers,Rakeem Christmas,,activated from IL
2016-10-29,Indiana Pacers,,Rodney Stuckey,placed on IL with sore right hamstring
2016-10-29,Orlando Magic,Arinze Onuaku,,"""activated"""
2016-10-29,New York Knicks,,Ron Baker,placed on IL with sore ankle
2016-10-29,Charlotte Hornets,Frank Kaminsky,,activated from IL
2016-10-29,Charlotte Hornets,,Roy Hibbert,placed on IL with sore right knee
2016-10-29,Cleveland Cavaliers,Kahlil Felder,,activated from IL
2016-10-29,Chicago Bulls,,RJ Hunter,placed on IL
2016-10-29,Milwaukee Bucks,Tony Snell,,activated from IL
2016-10-29,New York Knicks,Maurice Ndour,,activated from IL
2016-10-30,Los Angeles Lakers,,Thomas Robinson,placed on IL
2016-10-30,Los Angeles Lakers,Jose Calderon,,activated from IL
2016-10-30,Dallas Mavericks,,AJ Hammons,placed on IL
2016-10-30,San Antonio Spurs,,LaMarcus Aldridge,placed on IL with knee injury / rest
2016-10-30,San Antonio Spurs,Emanuel Ginobili,,activated from IL
2016-10-30,Golden State Warriors,,Patrick McCaw,placed on IL with sprained left ankle
2016-10-30,Golden State Warriors,James Michael,,activated from IL
2016-10-30,Dallas Mavericks,Dirk Nowitzki,,activated from IL
2016-10-31,Phoenix Suns,John Jenkins,,activated from IL
2016-10-31,Phoenix Suns,,Devin Booker,placed on IL with sore toe
2016-10-31,Sacramento Kings,,Omri Casspi,placed on IL with illness
2016-10-31,Sacramento Kings,Skal Labissiere,,activated from IL
2016-11-01,Minnesota Timberwolves,John Lucas,,activated from IL
2016-11-01,San Antonio Spurs,LaMarcus Aldridge,,activated from IL
2016-11-01,San Antonio Spurs,,Davis Bertans,placed on IL with sore right leg
2016-11-01,Houston Rockets,,Chinanu Onuaku,placed on IL
2016-11-01,Minnesota Timberwolves,,Ricky Rubio,placed on IL with sprained right elbow
2016-11-01,Indiana Pacers,,Rakeem Christmas,placed on IL
2016-11-01,Orlando Magic,Stephen Zimmerman,,activated from IL
2016-11-01,Cleveland Cavaliers,,Kahlil Felder,placed on IL
2016-11-01,Milwaukee Bucks,,Steve Novak,placed on IL
2016-11-01,Indiana Pacers,Aaron Brooks,,activated from IL
2016-11-02,New York Knicks,Ron Baker,,activated from IL
2016-11-02,Phoenix Suns,Devin Booker,,activated from IL
2016-11-02,Phoenix Suns,,John Jenkins,placed on IL
2016-11-02,Los Angeles Lakers,Thomas Robinson,,activated from IL
2016-11-02,Los Angeles Lakers,Ivica Zubac,,activated from IL
2016-11-02,Los Angeles Lakers,,Timofey Mozgov,placed on IL with left eye contusion
2016-11-02,Los Angeles Lakers,,Metta World,placed on IL
2016-11-02,New York Knicks,,Guillermo Hernangomez,placed on IL
2016-11-02,Chicago Bulls,RJ Hunter,,activated from IL
2016-11-02,Charlotte Hornets,,Jeremy Lamb,placed on IL with strained left hamstring
2016-11-02,Boston Celtics,Marcus Smart,,activated from IL
2016-11-02,Boston Celtics,,Al Horford,placed on IL with concussion
2016-11-02,Chicago Bulls,Jerian Grant,,activated from IL
2016-11-02,Chicago Bulls,,Michael Carter-Williams,placed on IL with bone bruise in left knee
2016-11-02,Chicago Bulls,,Doug McDermott,placed on IL with concussion
2016-11-02,Charlotte Hornets,Aaron Harrison,,activated from IL
2016-11-03,Houston Rockets,Chinanu Onuaku,,activated from IL
2016-11-03,Denver Nuggets,,Will Barton,placed on IL with sore/sprained left ankle
2016-11-03,Denver Nuggets,Darrell Arthur,,activated from IL
2016-11-03,Sacramento Kings,Omri Casspi,,activated from IL
2016-11-03,Boston Celtics,,Jae Crowder,placed on IL with sprained left ankle
2016-11-03,Orlando Magic,,Stephen Zimmerman,placed on IL
2016-11-04,San Antonio Spurs,Davis Bertans,,activated from IL
2016-11-04,Dallas Mavericks,AJ Hammons,,activated from IL
2016-11-04,San Antonio Spurs,,Tony Parker,placed on IL with sore right knee
2016-11-04,Nets,Randy Foye,,activated from IL
2016-11-04,Nets,,Jeremy Lin,placed on IL with strained left hamstring
2016-11-04,Nets,,Greivis Vasquez,placed on IL with sore right ankle
2016-11-04,Los Angeles Lakers,Timofey Mozgov,,activated from IL
2016-11-04,Chicago Bulls,,RJ Hunter,placed on IL
2016-11-04,New York Knicks,Guillermo Hernangomez,,activated from IL
2016-11-04,New York Knicks,,Lance Thomas,placed on IL with sprained left ankle
2016-11-04,Los Angeles Clippers,Paul Pierce,,activated from IL
2016-11-04,Los Angeles Clippers,,Diamond Stone,placed on IL
2016-11-04,Chicago Bulls,Doug McDermott,,activated from IL
2016-11-04,Los Angeles Lakers,,Marcelinho Huertas,placed on IL
2016-11-05,Washington Wizards,Danuel House,,activated from IL
2016-11-05,Washington Wizards,,John Wall,placed on IL for rest
2016-11-05,Houston Rockets,,Chinanu Onuaku,placed on IL
2016-11-05,Denver Nuggets,Gary Harris,,activated from IL
2016-11-05,Denver Nuggets,,Jarnell Stokes,placed on IL
2016-11-05,Orlando Magic,Stephen Zimmerman,,activated from IL
2016-11-05,Sacramento Kings,Omri Casspi,,activated from IL (P)
2016-11-05,Sacramento Kings,,Anthony Tolliver,placed on IL with sprained right knee
2016-11-05,Sacramento Kings,,Rudy Gay,placed on IL with sore ribs
2016-11-05,Cleveland Cavaliers,Kahlil Felder,,activated from IL
2016-11-05,Cleveland Cavaliers,,DeAndre Liggins,placed on IL
2016-11-05,Milwaukee Bucks,Steve Novak,,activated from IL
2016-11-05,Milwaukee Bucks,,Jason Terry,placed on IL
2016-11-05,Sacramento Kings,Georgios Papagiannis,,activated from IL
2016-11-06,New York Knicks,Lance Thomas,,activated from IL
2016-11-06,Los Angeles Lakers,,Ivica Zubac,placed on IL
2016-11-06,New York Knicks,,Maurice Ndour,placed on IL
2016-11-06,Dallas Mavericks,,Dirk Nowitzki,placed on IL with sore right Achilles
2016-11-06,Los Angeles Lakers,Marcelinho Huertas,,activated from IL
2016-11-06,Sacramento Kings,Rudy Gay,,activated from IL
2016-11-06,Milwaukee Bucks,,Steve Novak,placed on IL
2016-11-06,Utah Jazz,Gordon Hayward,,activated from IL
2016-11-06,Utah Jazz,,Boris Diaw,placed on IL with bruised right leg
2016-11-06,Memphis Grizzlies,Chandler Parsons,,activated from IL
2016-11-06,Milwaukee Bucks,Jason Terry,,activated from IL
2016-11-06,Sacramento Kings,,Georgios Papagiannis,placed on IL
2016-11-07,Detroit Pistons,,Henry Ellenson,placed on IL
2016-11-07,Detroit Pistons,,Michael Gbinije,placed on IL
2016-11-07,Golden State Warriors,,Anderson Varejao,placed on IL
2016-11-07,Golden State Warriors,Patrick McCaw,,activated from IL
2016-11-07,Washington Wizards,,Danuel House,placed on IL
2016-11-07,Washington Wizards,John Wall,,activated from IL
2016-11-07,Detroit Pistons,Reggie Bullock,,activated from IL
2016-11-08,Phoenix Suns,John Jenkins,,activated from IL
2016-11-08,Denver Nuggets,Jarnell Stokes,,activated from IL
2016-11-08,Denver Nuggets,,Wilson Chandler,placed on IL with sore left hamstring
2016-11-08,Los Angeles Lakers,Metta World,,activated from IL
2016-11-08,Memphis Grizzlies,,Tony Allen,placed on IL with right groin / knee injury
2016-11-08,Sacramento Kings,Anthony Tolliver,,activated from IL
2016-11-08,Sacramento Kings,,Malachi Richardson,placed on IL
2016-11-08,Memphis Grizzlies,Chandler Parsons,,activated from IL
2016-11-08,Los Angeles Lakers,,Larry Nance,placed on IL with concussion
2016-11-09,Nets,Greivis Vasquez,,activated from IL
2016-11-09,San Antonio Spurs,Danny Green,,activated from IL
2016-11-09,San Antonio Spurs,,Bryn Forbes,placed on IL
2016-11-09,Houston Rockets,,Chinanu Onuaku,placed on IL (P)
2016-11-09,Orlando Magic,Stephen Zimmerman,,activated from IL (P)
2016-11-09,Nets,,Isaiah Whitehead,placed on IL with concussion
2016-11-09,New York Knicks,,Ron Baker,placed on IL
2016-11-09,Boston Celtics,Kelly Olynyk,,activated from IL
2016-11-09,Portland Trailblazers,Tim Quarterman,,activated from IL
2016-11-09,Portland Trailblazers,,Al-Farouq Aminu,placed on IL with sore calf
2016-11-09,New York Knicks,Maurice Ndour,,activated from IL
2016-11-10,Los Angeles Lakers,,Metta World,placed on IL
2016-11-10,Los Angeles Lakers,Larry Nance,,activated from IL
2016-11-10,Golden State Warriors,,James Michael,placed on IL
2016-11-10,Golden State Warriors,Anderson Varejao,,activated from IL
2016-11-11,Washington Wizards,Danuel House,,activated from IL
2016-11-11,Washington Wizards,,Bradley Beal,placed on IL with sore right hamstring
2016-11-11,San Antonio Spurs,Bryn Forbes,,activated from IL
2016-11-11,San Antonio Spurs,Tony Parker,,activated from IL
2016-11-11,San Antonio Spurs,,Nicolas Laprovittola,placed on IL
2016-11-11,San Antonio Spurs,,Danny Green,placed on IL for rest
2016-11-11,Orlando Magic,,Stephen Zimmerman,placed on IL
2016-11-11,New York Knicks,Ron Baker,,activated from IL
2016-11-11,New York Knicks,,Maurice Ndour,placed on IL
2016-11-11,Charlotte Hornets,Roy Hibbert,,activated from IL
2016-11-11,Charlotte Hornets,,Michael Kidd-Gilchrist,placed on IL with sore lower back
2016-11-11,Houston Rockets,Chinanu Onuaku,,activated from IL
2016-11-12,San Antonio Spurs,,Dejounte Murray,placed on IL
2016-11-12,Nets,Isaiah Whitehead,,activated from IL
2016-11-12,Washington Wizards,,John Wall,placed on IL for rest
2016-11-12,Minnesota Timberwolves,Ricky Rubio,,activated from IL
2016-11-12,Minnesota Timberwolves,,Brandon Rush,placed on IL
2016-11-12,San Antonio Spurs,Danny Green,,activated from IL
2016-11-12,Indiana Pacers,Rakeem Christmas,,activated from IL
2016-11-12,Washington Wizards,Bradley Beal,,activated from IL
2016-11-12,Denver Nuggets,Wilson Chandler,,activated from IL
2016-11-12,Denver Nuggets,,Jarnell Stokes,placed on IL with right foot injury
2016-11-12,Nets,,Chris McCullough,placed on IL
2016-11-12,New York Knicks,Maurice Ndour,,activated from IL
2016-11-12,New York Knicks,,Ron Baker,placed on IL
2016-11-12,Los Angeles Clippers,Diamond Stone,,activated from IL
2016-11-12,Los Angeles Clippers,,Wesley Johnson,placed on IL with sore heel
2016-11-12,Indiana Pacers,,Paul George,placed on IL with sprained left ankle
2016-11-13,Minnesota Timberwolves,Brandon Rush,,activated from IL
2016-11-13,Minnesota Timberwolves,,Shabazz Muhammad,placed on IL with sore right knee
2016-11-13,Houston Rockets,,Chinanu Onuaku,placed on IL
2016-11-13,Orlando Magic,Stephen Zimmerman,,activated from IL
2016-11-13,Los Angeles Lakers,Ivica Zubac,,activated from IL
2016-11-13,Charlotte Hornets,,Aaron Harrison,placed on IL
2016-11-13,Charlotte Hornets,Michael Kidd-Gilchrist,,activated from IL
2016-11-13,Cleveland Cavaliers,DeAndre Liggins,,activated from IL
2016-11-13,Cleveland Cavaliers,,JR Smith,placed on IL with sore right ankle
2016-11-13,Los Angeles Lakers,,Marcelinho Huertas,placed on IL
2016-11-14,San Antonio Spurs,Dejounte Murray,,activated from IL
2016-11-14,San Antonio Spurs,,Bryn Forbes,placed on IL
2016-11-14,Houston Rockets,Chinanu Onuaku,,activated from IL
2016-11-14,Detroit Pistons,Henry Ellenson,,activated from IL
2016-11-14,Indiana Pacers,Paul George,,activated from IL
2016-11-14,Indiana Pacers,,Rakeem Christmas,placed on IL
2016-11-14,Detroit Pistons,,Andre Drummond,placed on IL with sore/sprained right ankle
2016-11-14,Orlando Magic,,Stephen Zimmerman,placed on IL
2016-11-14,New York Knicks,Ron Baker,,activated from IL
2016-11-14,New York Knicks,,Lance Thomas,placed on IL with sore left ankle
2016-11-14,Utah Jazz,Boris Diaw,,activated from IL
2016-11-14,Utah Jazz,,Rodney Hood,placed on IL with illness
2016-11-14,Nets,Chris McCullough,,activated from IL
2016-11-15,Chicago Bulls,,Doug McDermott,placed on IL with concussion
