Date,Team,Acquired,Relinquished,Notes
2022-03-09,Los Angeles Lakers,LeBron James,,returned to lineup
2022-03-09,Denver Nuggets,,NahShon Hyland,sore right knee (DTD)
2022-03-09,Oklahoma City Thunder,,Tre Mann,sprained left ankle (DTD)
2022-03-10,Detroit Pistons,,Rodney McGruder,strained left hamstring (DTD)
2022-03-10,Detroit Pistons,,Chris Smith,sprained left knee (DTD)
2022-03-10,Denver Nuggets,NahShon Hyland,,returned to lineup
2022-03-11,Charlotte Hornets,Jalen McDaniels,,returned to lineup
2022-03-11,Los Angeles Lakers,Talen Horton-Tucker,,returned to lineup
2022-03-11,Dallas Mavericks,,Dorian Finney-Smith,right arm injury (DTD)
2022-03-12,Utah Jazz,,Rudy Gobert,strained left foot (DTD)
2022-03-12,San Antonio Spurs,,Joe Wieskamp,illness (DTD)
2022-03-13,Oklahoma City Thunder,Tre Mann,,returned to lineup
2022-03-13,Oklahoma City Thunder,,Aaron Wiggins,illness (DTD)
2022-03-13,Houston Rockets,,Eric Gordon,right knee tendinitis (DTD)
2022-03-13,Indiana Pacers,,Chris Duarte,left big toe injury (DTD)
2022-03-13,Nets,,Seth Curry,sore left ankle (DTD)
2022-03-13,Dallas Mavericks,Dorian Finney-Smith,,returned to lineup
2022-03-13,Indiana Pacers,,Goga Bitadze,sore right foot (DTD)
2022-03-14,Utah Jazz,Rudy Gobert,,returned to lineup
2022-03-14,San Antonio Spurs,Joe Wieskamp,,returned to lineup
2022-03-14,Minnesota Timberwolves,,Jordan McLaughlin,right groin injury (DTD)
2022-03-15,Oklahoma City Thunder,Aaron Wiggins,,returned to lineup
2022-03-15,Detroit Pistons,,Cade Cunningham,illness (DTD)
2022-03-15,Detroit Pistons,Rodney McGruder,,returned to lineup
2022-03-15,Indiana Pacers,Chris Duarte,,returned to lineup
2022-03-15,Indiana Pacers,Lance Stephenson,,returned to lineup
2022-03-15,Nets,,Cameron Thomas,back injury (DTD)
2022-03-16,Nets,Cameron Thomas,,returned to lineup
2022-03-16,Phoenix Suns,,Jae Crowder,left groin injury (DTD)
2022-03-16,Minnesota Timberwolves,Jordan McLaughlin,,returned to lineup
2022-03-18,Indiana Pacers,Goga Bitadze,,returned to lineup
2022-03-18,Nets,Seth Curry,,returned to lineup
2022-03-18,Utah Jazz,,Hassan Whiteside,illness (DTD)
2022-03-18,Los Angeles Lakers,,Talen Horton-Tucker,sprained left ankle (DTD)
2022-03-19,Los Angeles Lakers,Talen Horton-Tucker,,returned to lineup
2022-03-19,Detroit Pistons,Cade Cunningham,,returned to lineup
2022-03-19,Washington Wizards,,Kyle Kuzma,right knee tendinitis (out for season)
2022-03-20,Phoenix Suns,Jae Crowder,,returned to lineup
2022-03-20,Portland Trailblazers,,Justise Winslow,sore right Achilles (DTD)
2022-03-20,Utah Jazz,Hassan Whiteside,,returned to lineup
2022-03-20,Phoenix Suns,,Cameron Payne,illness (DTD)
2022-03-21,Detroit Pistons,,Kelly Olynyk,sore left ankle (DTD)
2022-03-21,Oklahoma City Thunder,,Olivier Sarr,illness (DTD)
2022-03-21,Portland Trailblazers,Justise Winslow,,returned to lineup
2022-03-21,Nets,,Andre Drummond,illness (DTD)
2022-03-22,Nets,Andre Drummond,,returned to lineup
2022-03-22,Detroit Pistons,Kelly Olynyk,,returned to lineup
2022-03-22,Phoenix Suns,Cameron Payne,,returned to lineup
2022-03-23,Golden State Warriors,,Otto Porter,lower back injury (DTD)
2022-03-23,Detroit Pistons,,Chris Smith,surgery on left knee to repair torn ACL (out for season) (date approximate)
2022-03-23,Indiana Pacers,,Jalen Smith,illness (DTD)
2022-03-23,Oklahoma City Thunder,Olivier Sarr,,returned to lineup
2022-03-23,Nets,,Goran Dragic,sore left knee (DTD)
2022-03-23,New York Knicks,,Mitchell Robinson,sore lower back (DTD)
2022-03-23,Nets,,Seth Curry,sprained left ankle (DTD)
2022-03-24,Dallas Mavericks,,Trey Burke,illness (DTD)
2022-03-24,Golden State Warriors,Otto Porter,,returned to lineup
2022-03-25,Portland Trailblazers,,Justise Winslow,left calf inflammation (out for season)
2022-03-25,Atlanta Hawks,,Bogdan Bogdanovic,sore right knee (DTD)
2022-03-25,Utah Jazz,,Udoka Azubuike,surgery on right foot (out for season)
2022-03-25,New York Knicks,Mitchell Robinson,,returned to lineup
2022-03-25,Washington Wizards,,Daniel Gafford,strained neck (DTD)
2022-03-26,Indiana Pacers,Jalen Smith,,returned to lineup
2022-03-26,San Antonio Spurs,,Devin Vassell,sore right Achilles (DTD)
2022-03-26,Indiana Pacers,,Malcolm Brogdon,conditioning (DTD)
2022-03-26,Indiana Pacers,,Goga Bitadze,sore right foot (DTD)
2022-03-26,Indiana Pacers,,Duane Washington,bruised right hip (DTD)
2022-03-26,Nets,Seth Curry,,returned to lineup
2022-03-26,Nets,Goran Dragic,,returned to lineup
2022-03-27,Utah Jazz,,Rudy Gobert,right leg injury (DTD)
2022-03-27,Dallas Mavericks,Trey Burke,,returned to lineup
2022-03-27,Washington Wizards,Daniel Gafford,,returned to lineup
2022-03-28,Oklahoma City Thunder,,Tre Mann,strained right hamstring (out for season)
2022-03-28,San Antonio Spurs,Devin Vassell,,returned to lineup
2022-03-28,Indiana Pacers,Malcolm Brogdon,,returned to lineup
2022-03-28,Indiana Pacers,Goga Bitadze,,returned to lineup
2022-03-28,Indiana Pacers,,Oshae Brissett,sore back (DTD)
2022-03-28,Atlanta Hawks,Bogdan Bogdanovic,,returned to lineup
2022-03-28,Atlanta Hawks,,DeAndre Hunter,sore right knee (DTD)
2022-03-28,Portland Trailblazers,,Trendon Watford,bruised left knee (out for season)
2022-03-28,Portland Trailblazers,,Greg Brown,left eye injury (DTD)
2022-03-28,Sacramento Kings,,Alex Len,illness (DTD)
2022-03-29,Utah Jazz,Rudy Gobert,,returned to lineup
2022-03-30,Indiana Pacers,Duane Washington,,returned to lineup
2022-03-30,Dallas Mavericks,,Frank Ntilikina,sprained right ankle (DTD)
2022-03-30,Sacramento Kings,Alex Len,,returned to lineup
2022-03-30,Atlanta Hawks,DeAndre Hunter,,returned to lineup
2022-03-30,Portland Trailblazers,Greg Brown,,returned to lineup
2022-04-01,Oklahoma City Thunder,,Aleksej Pokusevski,flu (DTD)
2022-04-01,Detroit Pistons,,Cory Joseph,lumbar spine injury (out for season)
2022-04-01,Indiana Pacers,Oshae Brissett,,returned to lineup
2022-04-01,Dallas Mavericks,Frank Ntilikina,,returned to lineup
2022-04-01,San Antonio Spurs,,Dejounte Murray,illness (DTD)
2022-04-01,Memphis Grizzlies,,Desmond Bane,sore left ankle (DTD)
2022-04-01,Los Angeles Clippers,,Nicolas Batum,sore left ankle (DTD)
2022-04-01,Los Angeles Clippers,,Marcus Morris,sore left knee (DTD)
2022-04-01,New York Knicks,,Julius Randle,right quadricep injury (out for season)
2022-04-02,Los Angeles Clippers,Marcus Morris,,returned to lineup
2022-04-02,Los Angeles Clippers,Nicolas Batum,,returned to lineup
2022-04-02,New York Knicks,,Miles McBride,sore right knee (DTD)
2022-04-02,Dallas Mavericks,,Maximilian Kleber,sore right ankle (DTD)
2022-04-02,Nets,,Seth Curry,sore left ankle (DTD)
2022-04-03,Oklahoma City Thunder,Aleksej Pokusevski,,returned to lineup
2022-04-03,Detroit Pistons,Chris Smith,,returned to lineup
2022-04-03,Golden State Warriors,,Klay Thompson,placed on IL with right Achilles tendon injury
2022-04-03,Phoenix Suns,,Jae Crowder,sore right ankle (DTD)
2022-04-03,Nets,,Ben Simmons,back injury (out for season)
2022-04-03,New York Knicks,Miles McBride,,returned to lineup
2022-04-03,Sacramento Kings,,Alex Len,sore back (out for season)
2022-04-03,Detroit Pistons,,Cade Cunningham,right hip injury (DTD)
2022-04-04,Portland Trailblazers,,Brandon Williams,bruised left quadricep (DTD)
2022-04-04,Memphis Grizzlies,Desmond Bane,,returned to lineup
2022-04-04,Miami Heat,,Markieff Morris,left hip flexor injury (DTD)
2022-04-04,Detroit Pistons,,Rodney McGruder,strained left hip (DTD)
2022-04-04,Detroit Pistons,Cade Cunningham,,returned to lineup
2022-04-04,Phoenix Suns,Jae Crowder,,returned to lineup
2022-04-05,Atlanta Hawks,,Danilo Gallinari,left knee inflammation (DTD)
2022-04-06,Phoenix Suns,,Jae Crowder,sore right ankle (DTD)
2022-04-06,Phoenix Suns,,Deandre Ayton,sore right ankle (DTD)
2022-04-06,Phoenix Suns,,Chris Paul,right thumb injury (DTD)
2022-04-06,Phoenix Suns,,Devin Booker,sore lower back (DTD)
2022-04-06,New York Knicks,,Mitchell Robinson,illness (out for season)
2022-04-06,Atlanta Hawks,Danilo Gallinari,,returned to lineup
2022-04-06,Nets,Seth Curry,,returned to lineup
2022-04-07,Phoenix Suns,Jae Crowder,,returned to lineup
2022-04-07,Phoenix Suns,Devin Booker,,returned to lineup
2022-04-07,Phoenix Suns,Deandre Ayton,,returned to lineup
2022-04-07,Detroit Pistons,Rodney McGruder,,returned to lineup
2022-04-07,Portland Trailblazers,Brandon Williams,,returned to lineup
2022-04-07,Phoenix Suns,Chris Paul,,returned to lineup
2022-04-08,Miami Heat,Markieff Morris,,returned to lineup
2022-04-08,Dallas Mavericks,,Brandon Knight,player became a free agent
2022-04-08,Phoenix Suns,,Cameron Payne,sore right knee (DTD)
2022-04-09,Philadelphia 76ers,,Georges Niang,left knee injury (DTD)
2022-04-09,New York Knicks,,RJ Barrett,sprained right knee (out for season)
2022-04-09,Indiana Pacers,,Jalen Smith,left groin injury (out for season)
2022-04-09,Philadelphia 76ers,,Charles Bassey,right shoulder injury (DTD)
2022-04-10,New York Knicks,,Miles McBride,sore right knee (out for season)
2022-04-10,Nets,,Seth Curry,sore left ankle (DTD)
2022-04-10,Charlotte Hornets,,Nick Richards,left hand injury (out for season)
2022-04-10,Golden State Warriors,Klay Thompson,,returned to lineup
2022-04-10,Phoenix Suns,,Jae Crowder,sore right ankle (DTD)
2022-04-10,Phoenix Suns,,Chris Paul,right thumb injury (DTD)
2022-04-10,Miami Heat,,Markieff Morris,left hip flexor injury (DTD)
2022-04-10,Portland Trailblazers,,Drew Eubanks,sprained right wrist (out for season)
2022-04-10,Los Angeles Clippers,,Norman Powell,left foot injury (out for season)
2022-04-10,Philadelphia 76ers,,Joel Embiid,sore right knee (DTD)
2022-04-10,Milwaukee Bucks,,Bobby Portis,sore left shoulder (DTD)
2022-04-10,Memphis Grizzlies,,Tyus Jones,sore left hand (DTD)
2022-04-10,Chicago Bulls,,Coby White,sprained toe (DTD)
2022-04-10,Los Angeles Clippers,,Nicolas Batum,sore left ankle (out for season)
2022-04-10,Milwaukee Bucks,,Khris Middleton,sore left wrist (DTD)
2022-04-11,Nets,Seth Curry,,returned to lineup
2022-04-12,Los Angeles Clippers,,Luke Kennard,sore right hamstring (out for season)
2022-04-12,Minnesota Timberwolves,,Taurean Prince,right knee inflammation (DTD)
2022-04-13,Phoenix Suns,Cameron Payne,,returned to lineup
2022-04-15,Philadelphia 76ers,Joel Embiid,,returned to lineup
2022-04-15,Memphis Grizzlies,Tyus Jones,,returned to lineup
2022-04-16,Milwaukee Bucks,Bobby Portis,,returned to lineup
2022-04-16,Milwaukee Bucks,Khris Middleton,,returned to lineup
2022-04-16,Chicago Bulls,Coby White,,returned to lineup
2022-04-16,Minnesota Timberwolves,Taurean Prince,,returned to lineup
2022-04-17,Phoenix Suns,Chris Paul,,returned to lineup
2022-04-17,Phoenix Suns,Jae Crowder,,returned to lineup
2022-04-18,Golden State Warriors,,Andre Iguodala,neck spasms (DTD)
2022-04-19,Nets,,Kyrie Irving,sore right knee (DTD)
2022-04-21,Phoenix Suns,,Devin Booker,strained right hamstring (DTD)
2022-04-21,Golden State Warriors,Andre Iguodala,,returned to lineup
2022-04-24,Milwaukee Bucks,,Luca Vildoza,illness (DTD)
2022-04-26,Milwaukee Bucks,Luca Vildoza,,returned to lineup
2022-04-26,Atlanta Hawks,,Bogdan Bogdanovic,sore right knee (out for season)
2022-04-28,Phoenix Suns,Devin Booker,,returned to lineup
2022-04-29,Memphis Grizzlies,,Ziaire Williams,sore right knee (DTD)
2022-05-03,Memphis Grizzlies,Ziaire Williams,,returned to lineup
2022-05-06,Phoenix Suns,,Torrey Craig,right elbow injury (DTD)
2022-05-10,Phoenix Suns,Torrey Craig,,returned to lineup
2022-05-13,Golden State Warriors,,Otto Porter,sore right foot (DTD)
2022-05-17,Golden State Warriors,Otto Porter,,returned to lineup
2022-05-24,Golden State Warriors,,Otto Porter,sore left foot (DTD)
2022-06-02,Golden State Warriors,Otto Porter,,returned to lineup
2022-06-07,New Orleans Pelicans,,Brandon Ingram,surgery on right fifth finger to repair flexion contracture (out for season)
2022-06-14,Atlanta Hawks,,Jalen Johnson,nonsurgical procedure on left knee to relieve tendinitis (date approximate)
2022-06-14,Atlanta Hawks,,Bogdan Bogdanovic,surgery on right knee to repair patella tendon (date approximate)
2022-06-30,Memphis Grizzlies,,Jaren Jackson,surgery on right foot to repair stress fracture (out indefinitely)
2022-07-11,New Orleans Pelicans,,EJ Liddell,torn ACL in right knee (out for season)
2022-07-12,Milwaukee Bucks,,Khris Middleton,surgery on left wrist to repair torn ligament (out indefinitely) (date approximate)
2022-07-26,New Orleans Pelicans,,EJ Liddell,surgery on right knee to repair torn ACL (out for season)
2022-08-25,Oklahoma City Thunder,,Chet Holmgren,Lisfranc injury in right foot (out for season)
2022-09-01,Chicago Bulls,,Lonzo Ball,surgery on left knee (out for season)
2022-09-02,Boston Celtics,,Danilo Gallinari,torn ACL in left knee (out for season)
2022-09-23,Boston Celtics,,Danilo Gallinari,surgery on left knee to repair torn ACL (out for season)
2022-09-28,Nets,,Seth Curry,surgery on ankle (out indefinitely)
2022-09-30,Washington Wizards,,Will Barton,tightness in lower back (DTD)
2022-10-02,Utah Jazz,,Udoka Azubuike,surgery on right ankle (out indefinitely)
2022-10-03,Orlando Magic,,Admiral Schofield,sore left knee (DTD)
2022-10-03,Orlando Magic,,Gary Harris,surgery on left knee to repair meniscus (out indefinitely)
2022-10-03,Orlando Magic,,Markelle Fultz,fractured left big toe (out indefinitely)
2022-10-10,Miami Heat,,Omer Yurtseven,sore left ankle (DTD)
2022-10-10,Denver Nuggets,,Collin Gillespie,fractured lower leg (out indefinitely)
2022-10-11,Charlotte Hornets,,LaMelo Ball,sprained left ankle (DTD)
2022-10-16,Atlanta Hawks,,Bogdan Bogdanovic,recovering from surgery on right knee to repair patella tendon (out indefinitely)
2022-10-16,Milwaukee Bucks,,Khris Middleton,recovering from surgery on left wrist to repair torn ligament (out indefinitely)
2022-10-19,Portland Trailblazers,,Olivier Sarr,wrist injury (DTD)
2022-10-19,Cleveland Cavaliers,,Dylan Windler,ankle injury (DTD)
2022-10-19,Memphis Grizzlies,,Ziaire Williams,knee injury (DTD)
2022-10-19,Miami Heat,,Omer Yurtseven,"bone spur, stress reaction in left ankle (surgery) (out indefinitely)"
2022-10-19,Los Angeles Lakers,,Thomas Bryant,thumb injury (DTD)
2022-10-19,Orlando Magic,,Cole Anthony,illness (DTD)
2022-10-19,Orlando Magic,,Moritz Wagner,foot injury (DTD)
2022-10-19,Denver Nuggets,,Collin Gillespie,leg injury (DTD)
2022-10-19,Indiana Pacers,,Myles Turner,ankle injury (DTD)
2022-10-19,New Orleans Pelicans,,Jaxson Hayes,elbow injury (DTD)
2022-10-19,New Orleans Pelicans,,Kira Lewis,knee injury (DTD)
2022-10-19,Houston Rockets,,TyTy Washington,knee injury (DTD)
2022-10-19,Washington Wizards,,Corey Kispert,sprained left ankle (DTD)
2022-10-23,New Orleans Pelicans,Jaxson Hayes,,returned to lineup
2022-10-23,Oklahoma City Thunder,,Shai Gilgeous-Alexander,bruised left hip (DTD)
2022-10-24,Houston Rockets,,Alperen Sengun,illness (DTD)
2022-10-24,Portland Trailblazers,,Justise Winslow,ankle injury (DTD)
2022-10-25,Phoenix Suns,,Ishmail Wainright,sore lower back (DTD)
2022-10-25,Oklahoma City Thunder,Shai Gilgeous-Alexander,,returned to lineup
2022-10-26,Portland Trailblazers,Justise Winslow,,returned to lineup
2022-10-26,Indiana Pacers,Myles Turner,,returned to lineup
2022-10-26,Detroit Pistons,,Jaden Ivey,illness (DTD)
2022-10-26,San Antonio Spurs,,Joshua Primo,illness (DTD)
2022-10-27,Portland Trailblazers,,Damian Lillard,strained right calf (DTD)
2022-10-27,Miami Heat,,Dewayne Dedmon,foot injury (DTD)
2022-10-27,Orlando Magic,,Cole Anthony,right oblique muscle injury (DTD)
2022-10-28,Los Angeles Lakers,,Anthony Davis,tightness in lower back (DTD)
2022-10-28,Detroit Pistons,Jaden Ivey,,returned to lineup
2022-10-28,Minnesota Timberwolves,,Jordan McLaughlin,heel injury (DTD)
2022-10-29,Indiana Pacers,,Aaron Nesmith,right foot injury (DTD)
2022-10-29,Indiana Pacers,,TJ McConnell,right knee injury (DTD)
2022-10-30,San Antonio Spurs,,Isaiah Roby,flu (DTD)
2022-10-30,Denver Nuggets,,NahShon Hyland,hip injury (DTD)
2022-10-30,Los Angeles Lakers,Anthony Davis,,returned to lineup
2022-10-31,Indiana Pacers,TJ McConnell,,returned to lineup
2022-10-31,Houston Rockets,,JaeSean Tate,right ankle injury (DTD)
2022-11-01,Chicago Bulls,,Coby White,bruised left quadriceps (DTD)
2022-11-02,Philadelphia 76ers,,DeAnthony Melton,lower back injury (DTD)
2022-11-02,Cleveland Cavaliers,Dylan Windler,,returned to lineup
2022-11-03,Orlando Magic,,Terrence Ross,bruised left knee (DTD)
2022-11-04,Philadelphia 76ers,DeAnthony Melton,,returned to lineup
2022-11-05,Toronto Raptors,,Pascal Siakam,groin injury (DTD)
2022-11-05,Phoenix Suns,,Cameron Johnson,right knee injury (DTD)
2022-11-06,Los Angeles Lakers,,Patrick Beverley,illness (DTD)
2022-11-06,Toronto Raptors,,Khem Birch,sore right knee (DTD)
2022-11-07,Atlanta Hawks,,Trae Young,right shin injury (DTD)
2022-11-09,Phoenix Suns,,Chris Paul,sore right heel (DTD)
2022-11-09,Indiana Pacers,Aaron Nesmith,,returned to lineup
2022-11-09,Denver Nuggets,,Zeke Nnaji,sprained right ankle (DTD)
2022-11-09,Minnesota Timberwolves,,Austin Rivers,illness (DTD)
2022-11-09,Atlanta Hawks,Trae Young,,returned to lineup
2022-11-09,Orlando Magic,,Paolo Banchero,sprained left ankle (DTD)
2022-11-09,Portland Trailblazers,,Jusuf Nurkic,sore right adductor (DTD)
2022-11-10,Washington Wizards,,Taj Gibson,neck injury (DTD)
2022-11-11,Denver Nuggets,Zeke Nnaji,,returned to lineup
2022-11-13,Philadelphia 76ers,,Furkan Korkmaz,left knee injury (DTD)
2022-11-13,Nets,,Ben Simmons,sore left knee (DTD)
2022-11-13,Minnesota Timberwolves,,Naz Reid,illness (DTD)
2022-11-13,Minnesota Timberwolves,Austin Rivers,,returned to lineup
2022-11-14,Los Angeles Clippers,,John Wall,left knee injury (DTD)
2022-11-14,Toronto Raptors,,Gary Trent,sore right hip (DTD)
2022-11-14,San Antonio Spurs,,Malaki Branham,sprained left ankle (DTD)
2022-11-14,Phoenix Suns,Ishmail Wainright,,returned to lineup
2022-11-15,Nets,Ben Simmons,,returned to lineup
2022-11-15,Portland Trailblazers,Jusuf Nurkic,,returned to lineup
2022-11-15,Los Angeles Clippers,John Wall,,returned to lineup
2022-11-15,Miami Heat,,Omer Yurtseven,"surgery on left ankle to repair bone spur, stress reaction (out indefinitely)"
2022-11-16,Golden State Warriors,,Jonathan Kuminga,illness (DTD)
2022-11-16,Orlando Magic,,Wendell Carter,right foot injury (DTD)
2022-11-16,Miami Heat,,Edrice Adebayo,bruised left knee (DTD)
2022-11-17,Los Angeles Clippers,,Luke Kennard,strained right calf (DTD)
2022-11-18,Philadelphia 76ers,,Tobias Harris,left hip injury (DTD)
2022-11-18,Miami Heat,,Duncan Robinson,sprained right hand (DTD)
2022-11-18,Miami Heat,,Gabe Vincent,left knee injury (DTD)
2022-11-20,Los Angeles Lakers,,Max Christie,NBA health and safety protocols (DTD)
2022-11-20,Miami Heat,Duncan Robinson,,returned to lineup
2022-11-20,Miami Heat,Edrice Adebayo,,returned to lineup
2022-11-20,Utah Jazz,,Mike Conley,left knee injury (DTD)
2022-11-20,Los Angeles Lakers,,Juan Toscano-Anderson,back injury (DTD)
2022-11-21,Miami Heat,,Heat,surgery on finger (out indefinitely)
2022-11-21,Indiana Pacers,,Andrew Nembhard,bruised left knee (DTD)
2022-11-21,Minnesota Timberwolves,,Kyle Anderson,back spasms (DTD)
2022-11-21,Golden State Warriors,,Andrew Wiggins,sore left foot (DTD)
2022-11-22,Philadelphia 76ers,,Jaden Springer,right quadriceps injury (DTD)
2022-11-22,Philadelphia 76ers,Tobias Harris,,returned to lineup
2022-11-23,Golden State Warriors,Andrew Wiggins,,returned to lineup
2022-11-23,Minnesota Timberwolves,Kyle Anderson,,returned to lineup
2022-11-23,Toronto Raptors,,Dalano Banton,sprained left ankle (DTD)
2022-11-23,Boston Celtics,,JD Davison,sprained right ankle (DTD)
2022-11-23,Miami Heat,Gabe Vincent,,returned to lineup
2022-11-23,Indiana Pacers,,Isaiah Jackson,sprained left ankle (DTD)
2022-11-23,Philadelphia 76ers,,Matisse Thybulle,left ankle injury (DTD)
