Year,Season,Player,Pos,Age,Team,G,GS,MPPG
2020,post,Jaren Jackson Jr.,C,21,Memphis Grizzlies,5,5,27.4
2020,post,Justin Jackson,SF,25,Milwaukee Bucks,5,0,3.0
2020,post,Reggie Jackson,SG,30,Los Angeles Clippers,19,17,32.7
2020,post,LeBron James,PG,36,Los Angeles Lakers,6,6,37.3
2020,post,Mike James,PG,30,Brooklyn Nets,9,0,11.4
2020,post,Isaiah Joe,SG,21,Philadelphia 76ers,4,0,2.3
2020,post,Alize Johnson,PF,24,Brooklyn Nets,5,0,4.6
2020,post,Cameron Johnson,PF,24,Phoenix Suns,21,0,21.1
2020,post,Tyler Johnson,SG,28,Brooklyn Nets,8,0,8.6
2020,post,Nikola Jokic,C,25,Denver Nuggets,10,10,34.5
2020,post,Derrick Jones Jr.,SF,23,Portland Trailblazers,2,0,5.0
2020,post,Tyus Jones,PG,24,Memphis Grizzlies,5,0,9.4
2020,post,Frank Kaminsky,C,27,Phoenix Suns,10,0,6.8
2020,post,Luke Kennard,SG,24,Los Angeles Clippers,15,0,14.6
2020,post,Maxi Kleber,PF,29,Dallas Mavericks,7,4,26.7
2020,post,Nathan Knight,PF,23,Atlanta Hawks,6,0,2.3
2020,post,Kevin Knox,SF,21,New York Knicks,1,0,4.0
2020,post,John Konchar,SG,24,Memphis Grizzlies,1,0,3.0
2020,post,Furkan Korkmaz,SG,23,Philadelphia 76ers,12,4,16.3
2020,post,Luke Kornet,C,25,Boston Celtics,2,0,2.5
2020,post,Kyle Kuzma,SF,25,Los Angeles Lakers,6,0,21.5
2020,post,Romeo Langford,SG,21,Boston Celtics,4,2,27.3
2020,post,T.J. Leaf,PF,23,Portland Trailblazers,3,0,2.3
2020,post,Alex Len,C,27,Washington Wizards,5,3,8.4
2020,post,Kawhi Leonard,SF,29,Los Angeles Clippers,11,11,39.3
2020,post,Damian Lillard,PG,30,Portland Trailblazers,6,6,41.3
2020,post,Nassir Little,PF,20,Portland Trailblazers,3,0,3.0
2020,post,Brook Lopez,C,32,Milwaukee Bucks,23,23,29.0
2020,post,Robin Lopez,C,32,Washington Wizards,5,0,14.6
2020,post,Timothe Luwawu-Cabarrot,SF,25,Brooklyn Nets,7,0,3.6
2020,post,Terance Mann,SG,24,Los Angeles Clippers,19,6,19.9
2020,post,Boban Marjanovic,C,32,Dallas Mavericks,4,3,20.8
2020,post,Garrison Mathews,SG,24,Washington Wizards,3,0,5.7
2020,post,Wesley Matthews,SG,34,Los Angeles Lakers,6,1,18.3
2020,post,Tyrese Maxey,SG,20,Philadelphia 76ers,12,0,13.0
2020,post,Skylar Mays,SG,23,Atlanta Hawks,7,0,2.4
2020,post,CJ McCollum,SG,29,Portland Trailblazers,6,6,40.0
2020,post,JaVale McGee,C,33,Denver Nuggets,4,0,8.5
2020,post,Alfonzo McKinnie,SF,28,Los Angeles Lakers,2,0,6.0
2020,post,Ben McLemore,SG,27,Los Angeles Lakers,4,0,9.0
2020,post,Nicolo Melli,PF,30,Dallas Mavericks,3,0,6.3
2020,post,De'Anthony Melton,PG,22,Memphis Grizzlies,5,0,16.6
2020,post,Sam Merrill,SG,24,Milwaukee Bucks,8,0,3.8
2020,post,Khris Middleton,SF,29,Milwaukee Bucks,23,23,40.1
2020,post,Paul Millsap,PF,35,Denver Nuggets,9,0,12.1
2020,post,Shake Milton,SG,24,Philadelphia 76ers,12,0,10.1
2020,post,Donovan Mitchell,PG,24,Utah Jazz,10,10,34.6
2020,post,E'Twaun Moore,SG,31,Phoenix Suns,7,0,6.6
2020,post,Ja Morant,PG,21,Memphis Grizzlies,5,5,40.6
2020,post,Juwan Morgan,PF,23,Utah Jazz,2,0,3.0
2020,post,Marcus Morris,PF,31,Los Angeles Clippers,19,18,31.8
2020,post,Markieff Morris,PF,31,Los Angeles Lakers,4,1,9.5
2020,post,Monte Morris,PG,25,Denver Nuggets,10,1,28.6
2020,post,Abdel Nader,SF,27,Phoenix Suns,5,0,5.8
2020,post,Aaron Nesmith,SF,21,Boston Celtics,5,0,15.0
2020,post,Raul Neto,PG,28,Washington Wizards,5,3,22.4
2020,post,Georges Niang,PF,27,Utah Jazz,11,0,11.7
2020,post,Zeke Nnaji,PF,20,Denver Nuggets,5,0,3.6
2020,post,Nerlens Noel,C,26,New York Knicks,5,2,18.4
2020,post,Frank Ntilikina,PG,22,New York Knicks,3,0,1.3
2020,post,Kendrick Nunn,PG,25,Miami Heat,4,2,23.3
2020,post,Jusuf Nurkic,C,26,Portland Trailblazers,6,6,28.8
2020,post,Jordan Nwora,SF,22,Milwaukee Bucks,5,0,6.2
2020,post,Royce O'Neale,SF,27,Utah Jazz,11,11,36.7
2020,post,Semi Ojeleye,PF,26,Boston Celtics,2,0,6.0
2020,post,Onyeka Okongwu,C,20,Atlanta Hawks,18,0,9.2
2020,post,KZ Okpala,PF,21,Miami Heat,2,0,3.0
2020,post,Miye Oni,SG,23,Utah Jazz,8,0,5.1
2020,post,Daniel Oturu,C,21,Los Angeles Clippers,8,0,1.9
2020,post,Jabari Parker,PF,25,Boston Celtics,4,0,14.8
2020,post,Chris Paul,PG,35,Phoenix Suns,20,20,34.2
2020,post,Cameron Payne,PG,26,Phoenix Suns,22,2,19.0
2020,post,Elfrid Payton,PG,26,New York Knicks,2,2,6.5
2020,post,Reggie Perry,PF,20,Brooklyn Nets,5,0,4.4
2020,post,Michael Porter Jr.,SF,22,Denver Nuggets,10,10,33.2
2020,post,Bobby Portis,C,25,Milwaukee Bucks,20,2,18.3
2020,post,Kristaps Porzingis,C,25,Dallas Mavericks,7,7,33.3
2020,post,Dwight Powell,C,29,Dallas Mavericks,7,0,7.4
2020,post,Norman Powell,SF,27,Portland Trailblazers,6,6,36.0
2020,post,Payton Pritchard,SG,23,Boston Celtics,5,0,13.4
2020,post,Immanuel Quickley,PG,21,New York Knicks,5,0,15.4
2020,post,Julius Randle,PF,26,New York Knicks,5,5,36.0
2020,post,Cam Reddish,SF,21,Atlanta Hawks,4,0,23.0
2020,post,Paul Reed,PF,21,Philadelphia 76ers,3,0,3.7
2020,post,Josh Richardson,SG,27,Dallas Mavericks,7,0,13.4
2020,post,Austin Rivers,SG,28,Denver Nuggets,10,9,30.5
2020,post,Duncan Robinson,SF,26,Miami Heat,4,4,25.0
2020,post,Rajon Rondo,PG,34,Los Angeles Clippers,13,0,16.9
2020,post,Derrick Rose,PG,32,New York Knicks,5,3,35.0
2020,post,Dario Saric,C,26,Phoenix Suns,14,0,10.5
2020,post,Dennis Schroder,SG,27,Los Angeles Lakers,6,6,32.7
2020,post,Mike Scott,PF,32,Philadelphia 76ers,5,0,6.8
2020,post,Jay Scrubb,SG,20,Los Angeles Clippers,6,0,1.3
2020,post,Landry Shamet,SG,23,Brooklyn Nets,12,0,17.2
2020,post,Ben Simmons,PG,24,Philadelphia 76ers,12,12,33.5
2020,post,Anfernee Simons,SG,21,Portland Trailblazers,6,0,17.8
2020,post,Marcus Smart,PG,26,Boston Celtics,5,5,36.6
2020,post,Ish Smith,PG,32,Washington Wizards,5,0,22.2
2020,post,Jalen Smith,PF,20,Phoenix Suns,6,0,3.0
2020,post,Tony Snell,SG,29,Atlanta Hawks,9,0,7.3
2020,post,Max Strus,SF,24,Miami Heat,2,0,3.0
2020,post,Jayson Tatum,SF,22,Boston Celtics,5,5,37.0
2020,post,Jeff Teague,PG,32,Milwaukee Bucks,16,0,7.4
2020,post,Matt Thomas,SG,26,Utah Jazz,3,0,2.3
2020,post,Tristan Thompson,C,29,Boston Celtics,5,5,26.4
2020,post,Matisse Thybulle,SG,23,Philadelphia 76ers,12,1,18.3
2020,post,Xavier Tillman Sr.,PF,22,Memphis Grizzlies,3,0,6.0
2020,post,Anthony Tolliver,PF,35,Philadelphia 76ers,1,0,2.0
2020,post,Obi Toppin,PF,22,New York Knicks,5,0,13.0
2020,post,Axel Toupane,SF,28,Milwaukee Bucks,4,0,2.5
2020,post,P.J. Tucker,PF,35,Milwaukee Bucks,23,19,29.6
2020,post,Rayjon Tucker,PG,23,Philadelphia 76ers,1,0,2.0
2020,post,Jonas Valanciunas,C,28,Memphis Grizzlies,5,5,33.2
2020,post,Gabe Vincent,PG,24,Miami Heat,3,0,4.7
2020,post,Kemba Walker,PG,30,Boston Celtics,3,3,30.3
2020,post,Tremont Waters,PG,23,Boston Celtics,3,0,2.0
2020,post,Russell Westbrook,PG,32,Washington Wizards,5,5,37.2
2020,post,Grant Williams,PF,22,Boston Celtics,5,0,11.4
2020,post,Lou Williams,PG,34,Atlanta Hawks,18,2,15.4
2020,post,Robert Williams,C,23,Boston Celtics,3,0,15.3
2020,post,Justise Winslow,SF,24,Memphis Grizzlies,1,0,3.0
2020,post,Cassius Winston,PG,22,Washington Wizards,1,0,5.0
2020,post,Trae Young,PG,22,Atlanta Hawks,16,16,37.7
2020,post,Ivica Zubac,C,23,Los Angeles Clippers,17,7,17.7
2021,regular,Precious Achiuwa,C,22,Toronto Raptors,73,28,23.6
2021,regular,Steven Adams,C,28,Memphis Grizzlies,76,75,26.3
2021,regular,Bam Adebayo,C,24,Miami Heat,56,56,32.6
2021,regular,Santi Aldama,PF,21,Memphis Grizzlies,32,0,11.3
2021,regular,LaMarcus Aldridge,C,36,Brooklyn Nets,47,12,22.3
2021,regular,Nickeil Alexander-Walker,SG,23,TOT,65,21,22.6
2021,regular,Nickeil Alexander-Walker,SG,23,New Orleans Pelicans,50,19,26.3
2021,regular,Nickeil Alexander-Walker,SG,23,Utah Jazz,15,2,9.9
2021,regular,Grayson Allen,SG,26,Milwaukee Bucks,66,61,27.3
2021,regular,Jarrett Allen,C,23,Cleveland Cavaliers,56,56,32.3
2021,regular,Jose Alvarado,PG,23,New Orleans Pelicans,54,1,15.4
2021,regular,Justin Anderson,SF,28,TOT,16,6,19.8
2021,regular,Justin Anderson,SF,28,Cleveland Cavaliers,3,0,15.7
2021,regular,Justin Anderson,SF,28,Indiana Pacers,13,6,20.7
2021,regular,Kyle Anderson,PF,28,Memphis Grizzlies,69,11,21.5
2021,regular,Giannis Antetokounmpo,PF,27,Milwaukee Bucks,67,67,32.9
2021,regular,Thanasis Antetokounmpo,SF,29,Milwaukee Bucks,48,6,9.9
2021,regular,Carmelo Anthony,PF,37,Los Angeles Lakers,69,3,26.0
2021,regular,Cole Anthony,PG,21,Orlando Magic,65,65,31.7
2021,regular,OG Anunoby,SF,24,Toronto Raptors,48,48,36.0
2021,regular,Ryan Arcidiacono,PG,27,New York Knicks,10,0,7.6
2021,regular,Trevor Ariza,SF,36,Los Angeles Lakers,24,11,19.3
2021,regular,D.J. Augustin,PG,34,TOT,55,2,16.1
2021,regular,D.J. Augustin,PG,34,Houston Rockets,34,2,15.0
2021,regular,D.J. Augustin,PG,34,Los Angeles Lakers,21,0,17.8
2021,regular,Deni Avdija,SF,21,Washington Wizards,82,8,24.2
2021,regular,Joel Ayayi,SG,21,Washington Wizards,7,0,2.9
2021,regular,Deandre Ayton,C,23,Phoenix Suns,58,58,29.5
2021,regular,Udoka Azubuike,C,22,Utah Jazz,17,6,11.5
2021,regular,Marvin Bagley III,PF,22,TOT,48,25,24.0
2021,regular,Marvin Bagley III,PF,22,Sacramento Kings,30,17,22.1
2021,regular,Marvin Bagley III,PF,22,Detroit Pistons,18,8,27.2
2021,regular,LaMelo Ball,PG,20,Charlotte Hornets,75,75,32.3
2021,regular,Lonzo Ball,PG,24,Chicago Bulls,35,35,34.6
2021,regular,Mo Bamba,C,23,Orlando Magic,71,69,25.7
2021,regular,Desmond Bane,SG,23,Memphis Grizzlies,76,76,29.8
2021,regular,Dalano Banton,PG,22,Toronto Raptors,64,1,10.9
2021,regular,Cat Barber,PG,27,Atlanta Hawks,3,0,4.3
2021,regular,Harrison Barnes,PF,29,Sacramento Kings,77,77,33.5
2021,regular,Scottie Barnes,PF,20,Toronto Raptors,74,74,35.4
2021,regular,RJ Barrett,SF,21,New York Knicks,70,70,34.5
2021,regular,Will Barton,SG,31,Denver Nuggets,71,71,32.1
2021,regular,Paris Bass,SF,26,Phoenix Suns,2,0,3.5
2021,regular,Charles Bassey,C,21,Philadelphia 76ers,23,0,7.3
2021,regular,Keita Bates-Diop,SF,26,San Antonio Spurs,59,14,16.2
2021,regular,Nicolas Batum,PF,33,Los Angeles Clippers,59,54,24.8
2021,regular,Kent Bazemore,SF,32,Los Angeles Lakers,39,14,14.0
2021,regular,Darius Bazley,PF,21,Oklahoma City Thunder,69,53,27.9
2021,regular,Bradley Beal,SG,28,Washington Wizards,40,40,36.0
2021,regular,Malik Beasley,SG,25,Minnesota Timberwolves,79,18,25.0
2021,regular,Jordan Bell,C,27,Chicago Bulls,1,0,2.0
2021,regular,DeAndre' Bembry,SF,27,TOT,56,20,18.3
2021,regular,DeAndre' Bembry,SF,27,Brooklyn Nets,48,20,19.8
2021,regular,DeAndre' Bembry,SF,27,Milwaukee Bucks,8,0,9.6
2021,regular,Davis Bertans,PF,29,TOT,56,0,14.4
2021,regular,Davis Bertans,PF,29,Washington Wizards,34,0,14.7
2021,regular,Davis Bertans,PF,29,Dallas Mavericks,22,0,13.9
2021,regular,Patrick Beverley,PG,33,Minnesota Timberwolves,58,54,25.4
2021,regular,Saddiq Bey,SF,22,Detroit Pistons,82,82,33.0
2021,regular,Khem Birch,C,29,Toronto Raptors,55,28,18.0
2021,regular,Goga Bitadze,C,22,Indiana Pacers,50,16,14.6
2021,regular,Bismack Biyombo,C,29,Phoenix Suns,36,3,14.1
2021,regular,Nemanja Bjelica,C,33,Golden State Warriors,71,0,16.1
2021,regular,Eric Bledsoe,PG,32,Los Angeles Clippers,54,29,25.2
2021,regular,Keljin Blevins,SF,26,Portland Trailblazers,31,1,11.3
2021,regular,Bogdan Bogdanovic,SG,29,Atlanta Hawks,63,27,29.3
2021,regular,Bojan Bogdanovic,PF,32,Utah Jazz,69,69,30.9
2021,regular,Bol Bol,PF,22,Denver Nuggets,14,0,5.8
2021,regular,Leandro Bolmaro,SF,21,Minnesota Timberwolves,35,2,6.9
2021,regular,Isaac Bonga,SF,22,Toronto Raptors,15,0,4.6
2021,regular,Devin Booker,SG,25,Phoenix Suns,68,68,34.5
2021,regular,Brandon Boston Jr.,SG,20,Los Angeles Clippers,51,0,14.9
2021,regular,Chris Boucher,SF,29,Toronto Raptors,80,9,21.1
2021,regular,James Bouknight,SG,21,Charlotte Hornets,31,0,9.8
2021,regular,Avery Bradley,SG,31,Los Angeles Lakers,62,45,22.7
2021,regular,Tony Bradley,C,24,Chicago Bulls,55,7,10.0
2021,regular,Ignas Brazdeikis,SF,23,Orlando Magic,42,1,12.8
2021,regular,Mikal Bridges,SF,25,Phoenix Suns,82,82,34.8
2021,regular,Miles Bridges,PF,23,Charlotte Hornets,80,80,35.5
2021,regular,Oshae Brissett,SF,23,Indiana Pacers,67,25,23.3
2021,regular,Malcolm Brogdon,PG,29,Indiana Pacers,36,36,33.5
2021,regular,Armoni Brooks,SG-PG,23,TOT,54,11,15.6
2021,regular,Armoni Brooks,SG,23,Houston Rockets,41,8,16.8
2021,regular,Armoni Brooks,PG,23,Toronto Raptors,13,3,11.8
2021,regular,Dillon Brooks,SF,26,Memphis Grizzlies,32,31,27.7
2021,regular,Bruce Brown,SF,25,Brooklyn Nets,72,45,24.6
2021,regular,Charlie Brown Jr.,SG,24,TOT,22,2,8.1
2021,regular,Charlie Brown Jr.,SG,24,Dallas Mavericks,3,0,5.0
2021,regular,Charlie Brown Jr.,SG,24,Philadelphia 76ers,19,2,8.5
2021,regular,Chaundee Brown Jr.,SG-SF,23,TOT,5,2,20.8
2021,regular,Chaundee Brown Jr.,SF,23,Los Angeles Lakers,2,0,10.5
2021,regular,Chaundee Brown Jr.,SG,23,Atlanta Hawks,3,2,27.7
2021,regular,Greg Brown III,SF,20,Portland Trailblazers,48,6,13.3
2021,regular,Jaylen Brown,SF,25,Boston Celtics,66,66,33.6
2021,regular,Moses Brown,C,22,TOT,40,6,8.6
2021,regular,Moses Brown,C,22,Dallas Mavericks,26,1,6.5
2021,regular,Moses Brown,C,22,Cleveland Cavaliers,14,5,12.6
2021,regular,Sterling Brown,SG,26,Dallas Mavericks,49,3,12.8
2021,regular,Troy Brown Jr.,SF,22,Chicago Bulls,66,7,16.0
2021,regular,Jalen Brunson,SG,25,Dallas Mavericks,79,61,31.9
2021,regular,Thomas Bryant,C,24,Washington Wizards,27,9,16.3
2021,regular,Shaq Buchanan,SG,25,Memphis Grizzlies,2,0,5.0
2021,regular,Reggie Bullock,SF,30,Dallas Mavericks,68,37,28.0
2021,regular,Trey Burke,PG,29,Dallas Mavericks,42,0,10.5
2021,regular,Alec Burks,SG,30,New York Knicks,81,44,28.6
2021,regular,Jared Butler,SG,21,Utah Jazz,42,1,8.6
2021,regular,Jimmy Butler,SF,32,Miami Heat,57,57,33.9
2021,regular,Devontae Cacok,PF,25,San Antonio Spurs,15,0,8.1
2021,regular,Kentavious Caldwell-Pope,SG,28,Washington Wizards,77,77,30.2
2021,regular,Facundo Campazzo,PG,30,Denver Nuggets,65,4,18.2
2021,regular,Vlatko Cancar,PF,24,Denver Nuggets,15,1,11.7
2021,regular,Devin Cannady,PG,25,Orlando Magic,5,0,29.0
2021,regular,Clint Capela,C,27,Atlanta Hawks,74,73,27.6
2021,regular,Vernon Carey Jr.,C,20,TOT,7,1,6.3
2021,regular,Vernon Carey Jr.,C,20,Charlotte Hornets,4,1,4.3
2021,regular,Vernon Carey Jr.,C,20,Washington Wizards,3,0,9.0
2021,regular,Jevon Carter,PG,26,TOT,66,3,13.7
2021,regular,Jevon Carter,PG,26,Brooklyn Nets,46,1,12.0
2021,regular,Jevon Carter,PG,26,Milwaukee Bucks,20,2,17.7
2021,regular,Wendell Carter Jr.,PF,22,Orlando Magic,62,61,29.9
2021,regular,Alex Caruso,SG,27,Chicago Bulls,41,18,28.0
2021,regular,Willie Cauley-Stein,C,28,TOT,20,2,9.2
2021,regular,Willie Cauley-Stein,C,28,Dallas Mavericks,18,2,9.8
2021,regular,Willie Cauley-Stein,C,28,Philadelphia 76ers,2,0,3.0
2021,regular,Ahmad Caver,SG,25,Indiana Pacers,1,0,1.0
2021,regular,Justin Champagnie,SF,20,Toronto Raptors,36,0,7.8
2021,regular,Zylan Cheatham,SF,26,Utah Jazz,1,0,5.0
2021,regular,Chris Chiozza,PG,26,Golden State Warriors,34,1,10.9
2021,regular,Marquese Chriss,PF,24,Dallas Mavericks,34,0,10.2
2021,regular,Josh Christopher,SG,20,Houston Rockets,74,2,18.0
2021,regular,Gary Clark,PF,27,New Orleans Pelicans,38,1,9.9
2021,regular,Brandon Clarke,PF,25,Memphis Grizzlies,64,1,19.5
2021,regular,Jordan Clarkson,SG,29,Utah Jazz,79,1,27.1
2021,regular,Nic Claxton,C,22,Brooklyn Nets,47,19,20.7
2021,regular,Amir Coffey,SG,24,Los Angeles Clippers,69,30,22.7
2021,regular,John Collins,PF,24,Atlanta Hawks,54,53,30.8
2021,regular,Zach Collins,C,24,San Antonio Spurs,28,4,17.9
2021,regular,Darren Collison,PG,34,Los Angeles Lakers,3,0,12.3
2021,regular,Mike Conley,PG,34,Utah Jazz,72,72,28.6
2021,regular,Pat Connaughton,SF,29,Milwaukee Bucks,65,19,26.0
2021,regular,Tyler Cook,PF,24,Chicago Bulls,20,2,10.0
2021,regular,Sharife Cooper,PG,20,Atlanta Hawks,13,0,3.0
2021,regular,Petr Cornelie,PF,26,Denver Nuggets,13,0,2.9
2021,regular,DeMarcus Cousins,C,31,TOT,48,7,14.9
2021,regular,DeMarcus Cousins,C,31,Milwaukee Bucks,17,5,16.9
2021,regular,DeMarcus Cousins,C,31,Denver Nuggets,31,2,13.9
2021,regular,Robert Covington,PF,31,TOT,71,42,27.3
2021,regular,Robert Covington,PF,31,Portland Trailblazers,48,40,29.8
2021,regular,Robert Covington,PF,31,Los Angeles Clippers,23,2,22.1
2021,regular,Torrey Craig,SF,31,TOT,78,16,20.5
2021,regular,Torrey Craig,SF,31,Indiana Pacers,51,14,20.3
2021,regular,Torrey Craig,SF,31,Phoenix Suns,27,2,20.8
2021,regular,Jae Crowder,PF,31,Phoenix Suns,67,67,28.1
2021,regular,Jarrett Culver,SG,22,Memphis Grizzlies,37,0,9.1
2021,regular,Jarron Cumberland,SG,24,Portland Trailblazers,3,0,4.0
2021,regular,Cade Cunningham,SG,20,Detroit Pistons,64,64,32.6
2021,regular,Seth Curry,SG,31,TOT,64,64,33.3
2021,regular,Seth Curry,SG,31,Philadelphia 76ers,45,45,34.8
2021,regular,Seth Curry,SG,31,Brooklyn Nets,19,19,29.9
2021,regular,Stephen Curry,PG,33,Golden State Warriors,64,64,34.5
2021,regular,Anthony Davis,C,28,Los Angeles Lakers,40,40,35.1
2021,regular,Ed Davis,C,32,Cleveland Cavaliers,31,3,6.5
2021,regular,Terence Davis,SG,24,Sacramento Kings,30,11,17.9
2021,regular,Gabriel Deck,PF,26,Oklahoma City Thunder,7,0,8.0
2021,regular,Dewayne Dedmon,C,32,Miami Heat,67,15,15.9
2021,regular,Sam Dekker,PF,27,Toronto Raptors,1,0,1.0
2021,regular,Javin DeLaurier,C,23,Milwaukee Bucks,1,0,3.0
2021,regular,DeMar DeRozan,PF,32,Chicago Bulls,76,76,36.1
2021,regular,Mamadi Diakite,PF,25,Oklahoma City Thunder,13,3,14.5
2021,regular,Cheick Diallo,C,25,Detroit Pistons,3,0,10.3
2021,regular,Hamidou Diallo,SG,23,Detroit Pistons,58,29,21.9
2021,regular,Gorgui Dieng,C,32,Atlanta Hawks,44,3,8.4
2021,regular,Spencer Dinwiddie,PG,28,TOT,67,51,29.6
2021,regular,Spencer Dinwiddie,PG,28,Washington Wizards,44,44,30.2
2021,regular,Spencer Dinwiddie,PG,28,Dallas Mavericks,23,7,28.3
2021,regular,Donte DiVincenzo,SG,25,TOT,42,1,23.9
2021,regular,Donte DiVincenzo,SG,25,Milwaukee Bucks,17,0,20.1
2021,regular,Donte DiVincenzo,SG,25,Sacramento Kings,25,1,26.6
2021,regular,Luka Doncic,PG,22,Dallas Mavericks,65,65,35.4
2021,regular,Luguentz Dort,SG,22,Oklahoma City Thunder,51,51,32.6
2021,regular,Ayo Dosunmu,SG,22,Chicago Bulls,77,40,27.4
2021,regular,Damyean Dotson,SG,27,New York Knicks,2,0,10.5
2021,regular,Devon Dotson,PG,22,Chicago Bulls,11,0,7.7
2021,regular,Sekou Doumbouya,PF,21,Los Angeles Lakers,2,0,8.0
2021,regular,Jeff Dowtin,PG,24,TOT,9,0,12.0
2021,regular,Jeff Dowtin,PG,24,Golden State Warriors,4,0,7.0
2021,regular,Jeff Dowtin,PG,24,Milwaukee Bucks,1,0,3.0
2021,regular,Jeff Dowtin,PG,24,Orlando Magic,4,0,19.3
2021,regular,PJ Dozier,SG,25,Denver Nuggets,18,0,18.9
2021,regular,Goran Dragic,PG,35,TOT,21,8,23.7
2021,regular,Goran Dragic,PG,35,Toronto Raptors,5,2,18.0
2021,regular,Goran Dragic,PG,35,Brooklyn Nets,16,6,25.5
2021,regular,Andre Drummond,C,28,TOT,73,36,19.7
2021,regular,Andre Drummond,C,28,Philadelphia 76ers,49,12,18.4
2021,regular,Andre Drummond,C,28,Brooklyn Nets,24,24,22.3
2021,regular,Chris Duarte,SG,24,Indiana Pacers,55,39,28.0
2021,regular,David Duke Jr.,PG,22,Brooklyn Nets,22,7,15.5
2021,regular,Kris Dunn,PG,27,Portland Trailblazers,14,3,24.0
2021,regular,Kevin Durant,PF,33,Brooklyn Nets,55,55,37.2
2021,regular,Jaime Echenique,C,24,Washington Wizards,1,0,3.0
2021,regular,Anthony Edwards,SG,20,Minnesota Timberwolves,72,72,34.3
2021,regular,Carsen Edwards,SG,23,Detroit Pistons,4,0,19.8
2021,regular,Kessler Edwards,SF,21,Brooklyn Nets,48,23,20.6
2021,regular,Rob Edwards,SG,25,Oklahoma City Thunder,2,0,5.5
2021,regular,CJ Elleby,SF,21,Portland Trailblazers,58,28,20.2
2021,regular,Wayne Ellington,SG,34,Los Angeles Lakers,43,9,18.8
2021,regular,Joel Embiid,C,27,Philadelphia 76ers,68,68,33.8
2021,regular,James Ennis III,SF,31,TOT,7,0,8.0
2021,regular,James Ennis III,SF,31,Brooklyn Nets,2,0,7.0
2021,regular,James Ennis III,SF,31,Los Angeles Clippers,2,0,14.0
2021,regular,James Ennis III,SF,31,Denver Nuggets,3,0,4.7
2021,regular,Drew Eubanks,C,24,TOT,71,31,17.5
2021,regular,Drew Eubanks,C,24,San Antonio Spurs,49,9,12.1
2021,regular,Drew Eubanks,C,24,Portland Trailblazers,22,22,29.5
2021,regular,Tacko Fall,C,26,Cleveland Cavaliers,11,1,5.4
2021,regular,Derrick Favors,C,30,Oklahoma City Thunder,39,18,16.7
2021,regular,Bruno Fernando,C,23,TOT,30,0,5.1
2021,regular,Bruno Fernando,C,23,Boston Celtics,20,0,2.9
2021,regular,Bruno Fernando,C,23,Houston Rockets,10,0,9.4
2021,regular,Dorian Finney-Smith,PF,28,Dallas Mavericks,80,80,33.1
2021,regular,Malik Fitts,PF,24,TOT,15,0,4.2
2021,regular,Malik Fitts,PF,24,Utah Jazz,7,0,5.0
2021,regular,Malik Fitts,PF,24,Boston Celtics,8,0,3.5
2021,regular,Malachi Flynn,PG,23,Toronto Raptors,44,5,12.2
2021,regular,Bryn Forbes,SG,28,TOT,75,2,17.1
2021,regular,Bryn Forbes,SG,28,San Antonio Spurs,40,1,16.9
2021,regular,Bryn Forbes,SG,28,Denver Nuggets,35,1,17.4
2021,regular,Aleem Ford,SF,24,Orlando Magic,5,0,14.8
2021,regular,Trent Forrest,PG,23,Utah Jazz,60,6,12.8
2021,regular,Evan Fournier,SG,29,New York Knicks,80,80,29.5
2021,regular,De'Aaron Fox,PG,24,Sacramento Kings,59,59,35.3
2021,regular,Melvin Frazier,SG,25,Oklahoma City Thunder,3,0,40.0
2021,regular,Tim Frazier,PG,31,TOT,12,3,17.3
2021,regular,Tim Frazier,PG,31,Orlando Magic,10,3,20.0
2021,regular,Tim Frazier,PG,31,Cleveland Cavaliers,2,0,4.0
2021,regular,Enes Freedom,C,29,Boston Celtics,35,1,11.7
2021,regular,Markelle Fultz,PG,23,Orlando Magic,18,3,20.0
2021,regular,Wenyen Gabriel,PF,24,TOT,26,5,13.8
2021,regular,Wenyen Gabriel,PF,24,Brooklyn Nets,1,0,1.0
2021,regular,Wenyen Gabriel,PF,24,Los Angeles Clippers,6,0,7.7
2021,regular,Wenyen Gabriel,PF,24,Los Angeles Lakers,19,5,16.4
2021,regular,Daniel Gafford,C,23,Washington Wizards,72,53,20.1
2021,regular,Danilo Gallinari,PF,33,Atlanta Hawks,66,18,25.3
2021,regular,Langston Galloway,SG,30,TOT,7,0,15.3
2021,regular,Langston Galloway,SG,30,Brooklyn Nets,4,0,14.5
2021,regular,Langston Galloway,SG,30,Milwaukee Bucks,3,0,16.3
2021,regular,Darius Garland,PG,22,Cleveland Cavaliers,68,68,35.7
2021,regular,Marcus Garrett,SG,23,Miami Heat,12,0,10.7
2021,regular,Usman Garuba,PF,19,Houston Rockets,24,2,10.0
2021,regular,Luka Garza,C,23,Detroit Pistons,32,5,12.2
2021,regular,Rudy Gay,PF,35,Utah Jazz,55,1,18.9
2021,regular,Paul George,PF,31,Los Angeles Clippers,31,31,34.7
2021,regular,Taj Gibson,C,36,New York Knicks,52,4,18.2
2021,regular,Josh Giddey,SF,19,Oklahoma City Thunder,54,54,31.5
2021,regular,Shai Gilgeous-Alexander,PG,23,Oklahoma City Thunder,56,56,34.7
2021,regular,Anthony Gill,PF,29,Washington Wizards,44,0,10.5
2021,regular,Freddie Gillespie,PF,24,Orlando Magic,9,2,13.2
2021,regular,Rudy Gobert,C,29,Utah Jazz,66,66,32.1
